id,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,latitude,longitude,precisao,altitude,fonte_geografica
GEO000205,ALAMEDA,AFONSO PENA,3853,CENTRO,Belo Horizonte,MG,-19.922557,-43.931727,BAIXA,794,GOOGLE
GEO000206,VIELA,DOS ANDRADAS,4234,CENTRO,Porto Alegre,RS,-30.040477,-51.230443,BAIXA,83,OSM
GEO000207,AVENIDA,AGAMENON MAGALHAES,4313,DERBY,Recife,PE,-8.04939,-34.890234,MEDIA,990,OSM
GEO000208,RUA,BOA VIAGEM,4421,BOA VIAGEM,Recife,PE,-8.119084,-34.905976,ALTA,649,GOOGLE
GEO000209,ESTRADA,BOA VIAGEM,552,BOA VIAGEM,Recife,PE,-8.118326,-34.905528,MEDIA,655,OSM
GEO000210,PRAÇA,DAS FLORES,1587,JARDIM,Rio de Janeiro,RJ,-22.910073,-43.180016,ALTA,379,OSM
GEO000211,LARGO,BOA VIAGEM,2451,BOA VIAGEM,Recife,PE,-8.118919,-34.905901,ALTA,544,IBGE
GEO000212,PRAÇA,MARQUES DE ITU,3010,VILA BUARQUE,São Paulo,SP,-23.547153,-46.644358,MEDIA,578,OSM
GEO000213,ESTRADA,PRESIDENTE VARGAS,3406,CENTRO,Rio de Janeiro,RJ,-22.906055,-43.178001,ALTA,247,OSM
GEO000214,TRAVESSA,BAHIA,895,CENTRO,Belo Horizonte,MG,-19.914204,-43.939029,BAIXA,940,OSM
GEO000215,AVENIDA,MARQUES DE ITU,1402,VILA BUARQUE,São Paulo,SP,-23.546947,-46.643902,ALTA,335,OSM
GEO000216,TRAVESSA,QUINZE DE NOVEMBRO,1446,CENTRO,São Paulo,SP,-23.550193,-46.624016,BAIXA,185,GOOGLE
GEO000217,PRAÇA,SAO JOAO,2616,REPUBLICA,São Paulo,SP,-23.545917,-46.642947,ALTA,183,GOOGLE
GEO000218,ALAMEDA,TUPIS,1702,CENTRO,Belo Horizonte,MG,-19.918918,-43.937043,ALTA,128,GOOGLE
GEO000219,VIELA,PROTASIO ALVES,1648,PETROPOLIS,Porto Alegre,RS,-30.035598,-51.232692,MEDIA,102,IBGE
GEO000220,ALAMEDA,TUPIS,273,CENTRO,Belo Horizonte,MG,-19.914128,-43.946111,BAIXA,389,IBGE
GEO000221,LARGO,DO OUVIDOR,3178,CENTRO,Rio de Janeiro,RJ,-22.90323,-43.173363,MEDIA,696,IBGE
GEO000222,RUA,AFONSO PENA,1487,CENTRO,Belo Horizonte,MG,-19.91916,-43.925242,BAIXA,251,OSM
GEO000223,VIELA,CONDE DA BOA VISTA,2276,DERBY,Recife,PE,-8.056931,-34.894415,BAIXA,824,IBGE
GEO000224,LARGO,EIXO MONUMENTAL,310,ASA NORTE,Brasília,DF,-15.796699,-47.88428,MEDIA,739,IBGE
GEO000225,ALAMEDA,RIO BRANCO,1866,CENTRO,Rio de Janeiro,RJ,-22.904005,-43.17497,ALTA,684,GOOGLE
GEO000226,PRAÇA,DO COMERCIO,357,SAO JOSE,Recife,PE,-8.055111,-34.871818,BAIXA,548,GOOGLE
GEO000227,ESTRADA,CONDE DA BOA VISTA,3183,DERBY,Recife,PE,-8.047328,-34.895166,BAIXA,739,IBGE
GEO000228,PRAÇA,IPIRANGA,2354,REPUBLICA,São Paulo,SP,-23.543692,-46.640663,MEDIA,36,OSM
GEO000229,PRAÇA,BOA VIAGEM,1943,BOA VIAGEM,Recife,PE,-8.11821,-34.905078,MEDIA,231,IBGE
GEO000230,RUA,DAS FLORES,2182,JARDIM,Rio de Janeiro,RJ,-22.909383,-43.177914,BAIXA,484,GOOGLE
GEO000231,ESTRADA,CONDE DA BOA VISTA,1609,DERBY,Recife,PE,-8.054999,-34.888093,ALTA,383,GOOGLE
GEO000232,TRAVESSA,AFONSO PENA,1794,CENTRO,Belo Horizonte,MG,-19.915767,-43.93464,MEDIA,521,GOOGLE
GEO000233,AVENIDA,CONDE DA BOA VISTA,4308,DERBY,Recife,PE,-8.059787,-34.893802,BAIXA,577,IBGE
GEO000234,ALAMEDA,BAHIA,4341,CENTRO,Belo Horizonte,MG,-19.916789,-43.945124,BAIXA,353,GOOGLE
GEO000235,LARGO,CONDE DA BOA VISTA,1709,DERBY,Recife,PE,-8.064934,-34.885525,BAIXA,752,IBGE
GEO000236,VIELA,URUGUAIANA,3182,CENTRO,Rio de Janeiro,RJ,-22.897524,-43.183799,BAIXA,257,IBGE
GEO000237,PRAÇA,TUPIS,215,CENTRO,Belo Horizonte,MG,-19.918385,-43.937969,MEDIA,422,IBGE
GEO000238,PRAÇA,AGAMENON MAGALHAES,2648,DERBY,Recife,PE,-8.044693,-34.887323,BAIXA,765,OSM
GEO000239,VIELA,ATLANTICA,2647,COPACABANA,Rio de Janeiro,RJ,-22.970654,-43.182228,MEDIA,808,OSM
GEO000240,ESTRADA,URUGUAIANA,1655,CENTRO,Rio de Janeiro,RJ,-22.901637,-43.174496,MEDIA,18,IBGE
GEO000241,VIELA,OSWALDO CRUZ,1959,BOTAFOGO,Rio de Janeiro,RJ,-22.949985,-43.189927,ALTA,846,OSM
GEO000242,LARGO,AMAZONAS,826,CENTRO,Belo Horizonte,MG,-19.917024,-43.935052,ALTA,605,OSM
GEO000243,AVENIDA,RIO BRANCO,2468,CENTRO,Rio de Janeiro,RJ,-22.903933,-43.174905,ALTA,157,OSM
GEO000244,VIELA,EIXO MONUMENTAL,892,ASA NORTE,Brasília,DF,-15.796057,-47.883989,ALTA,695,IBGE
GEO000245,ALAMEDA,PRIMEIRO DE MARÇO,17,CENTRO,Rio de Janeiro,RJ,-22.902973,-43.175914,ALTA,305,OSM
GEO000246,ESTRADA,URUGUAIANA,2141,CENTRO,Rio de Janeiro,RJ,-22.907876,-43.178255,BAIXA,22,OSM
GEO000247,TRAVESSA,SETEMBRO,1078,CENTRO,Rio de Janeiro,RJ,-22.905097,-43.177081,ALTA,132,OSM
GEO000248,ESTRADA,BAHIA,4462,CENTRO,Belo Horizonte,MG,-19.924778,-43.932754,BAIXA,340,OSM
GEO000249,LARGO,OSWALDO CRUZ,4647,BOTAFOGO,Rio de Janeiro,RJ,-22.94136,-43.193287,BAIXA,777,IBGE
GEO000250,PRAÇA,PAULISTA,3119,BELA VISTA,São Paulo,SP,-23.552579,-46.646551,BAIXA,188,IBGE
GEO000251,ALAMEDA,VINTE E TRES DE MAIO,3342,LIBERDADE,São Paulo,SP,-23.5444,-46.642428,MEDIA,921,OSM
GEO000252,LARGO,W3 NORTE,3755,ASA NORTE,Brasília,DF,-15.795569,-47.883862,MEDIA,281,OSM
GEO000253,TRAVESSA,DO OUVIDOR,3,CENTRO,Rio de Janeiro,RJ,-22.903699,-43.17367,MEDIA,251,OSM
GEO000254,VIELA,IPIRANGA,449,REPUBLICA,São Paulo,SP,-23.542103,-46.63918,MEDIA,738,IBGE
GEO000255,VIELA,BOAVISTA,3850,BOA VIAGEM,Recife,PE,-8.120016,-34.907002,ALTA,954,OSM
GEO000256,VIELA,REBOUCAS,1533,PINHEIROS,São Paulo,SP,-23.561042,-46.679938,ALTA,684,OSM
GEO000257,LARGO,W3 NORTE,3691,ASA NORTE,Brasília,DF,-15.794991,-47.882952,ALTA,707,GOOGLE
GEO000258,TRAVESSA,MARQUES DE ITU,4117,VILA BUARQUE,São Paulo,SP,-23.547044,-46.644067,ALTA,163,IBGE
GEO000259,ESTRADA,PAULISTA,1316,BELA VISTA,São Paulo,SP,-23.56146,-46.656455,ALTA,84,OSM
GEO000260,PRAÇA,REBOUCAS,1447,PINHEIROS,São Paulo,SP,-23.561057,-46.67998,ALTA,28,OSM
GEO000261,ESTRADA,DO COMERCIO,3976,SAO JOSE,Recife,PE,-8.059946,-34.874928,ALTA,298,OSM
GEO000262,AVENIDA,ATLANTICA,2277,COPACABANA,Rio de Janeiro,RJ,-22.971455,-43.182254,ALTA,164,GOOGLE
GEO000263,ESTRADA,QUINZE DE NOVEMBRO,2062,CENTRO,São Paulo,SP,-23.550634,-46.634255,MEDIA,681,GOOGLE
GEO000264,TRAVESSA,BRIGADEIRO FARIA LIMA,2855,ITAM BIBI,São Paulo,SP,-23.58417,-46.690687,MEDIA,988,IBGE
GEO000265,TRAVESSA,REBOUCAS,3761,PINHEIROS,São Paulo,SP,-23.56103,-46.680061,ALTA,350,GOOGLE
GEO000266,TRAVESSA,EIXO MONUMENTAL,1698,ASA NORTE,Brasília,DF,-15.797064,-47.881121,BAIXA,596,OSM
GEO000267,AVENIDA,CONDE DA BOA VISTA,4993,DERBY,Recife,PE,-8.055515,-34.888935,MEDIA,654,IBGE
GEO000268,PRAÇA,VINTE E TRES DE MAIO,4599,LIBERDADE,São Paulo,SP,-23.544859,-46.642882,MEDIA,716,GOOGLE
GEO000269,PRAÇA,QUINZE DE NOVEMBRO,3908,CENTRO,São Paulo,SP,-23.550584,-46.633268,ALTA,195,IBGE
GEO000270,RUA,DO OUVIDOR,3949,CENTRO,Rio de Janeiro,RJ,-22.904351,-43.165008,BAIXA,570,IBGE
GEO000271,ALAMEDA,AMAZONAS,4121,CENTRO,Belo Horizonte,MG,-19.916637,-43.93543,MEDIA,736,GOOGLE
GEO000272,ESTRADA,DA AURORA,803,BOA VISTA,Recife,PE,-8.068008,-34.883665,BAIXA,661,GOOGLE
GEO000273,PRAÇA,DO COMERCIO,339,SAO JOSE,Recife,PE,-8.054578,-34.873572,BAIXA,680,OSM
GEO000274,LARGO,URUGUAIANA,6,CENTRO,Rio de Janeiro,RJ,-22.901033,-43.174074,ALTA,699,OSM
GEO000275,ALAMEDA,CONDE DA BOA VISTA,847,DERBY,Recife,PE,-8.051641,-34.880157,BAIXA,895,IBGE
GEO000276,PRAÇA,CONDE DA BOA VISTA,3363,DERBY,Recife,PE,-8.058934,-34.896566,BAIXA,432,IBGE
GEO000277,LARGO,AFONSO PENA,3448,CENTRO,Belo Horizonte,MG,-19.926144,-43.931497,BAIXA,583,OSM
GEO000278,RUA,NOVE DE JULHO,2565,REPUBLICA,São Paulo,SP,-23.544396,-46.641929,MEDIA,205,OSM
GEO000279,ALAMEDA,AMAZONAS,1397,CENTRO,Belo Horizonte,MG,-19.916481,-43.934043,MEDIA,159,GOOGLE
GEO000280,VIELA,DAS FLORES,2623,JARDIM,Rio de Janeiro,RJ,-22.90535,-43.187195,BAIXA,417,GOOGLE
GEO000281,ALAMEDA,COPACABANA,1808,COPACABANA,Rio de Janeiro,RJ,-22.969961,-43.184919,ALTA,861,GOOGLE
GEO000282,LARGO,CONSOLACAO,584,CONSOLACAO,São Paulo,SP,-23.549922,-46.659958,ALTA,194,GOOGLE
GEO000283,RUA,PRIMEIRO DE MARÇO,4987,CENTRO,Rio de Janeiro,RJ,-22.902648,-43.175128,MEDIA,546,IBGE
GEO000284,RUA,IPIRANGA,2992,REPUBLICA,São Paulo,SP,-23.533639,-46.648439,BAIXA,190,IBGE
GEO000285,PRAÇA,PAULISTA,1339,BELA VISTA,São Paulo,SP,-23.561848,-46.656611,MEDIA,448,OSM
GEO000286,LARGO,EIXO MONUMENTAL,506,ASA NORTE,Brasília,DF,-15.795699,-47.883664,MEDIA,297,GOOGLE
GEO000287,ESTRADA,SAO JOAO,4148,REPUBLICA,São Paulo,SP,-23.537271,-46.648345,BAIXA,477,GOOGLE
GEO000288,LARGO,DAS FLORES,4295,JARDIM,Rio de Janeiro,RJ,-22.919204,-43.188616,BAIXA,37,IBGE
GEO000289,ESTRADA,PRESIDENTE VARGAS,2412,CENTRO,Rio de Janeiro,RJ,-22.900573,-43.180562,BAIXA,620,GOOGLE
GEO000290,ESTRADA,MARQUES DE ITU,859,VILA BUARQUE,São Paulo,SP,-23.546815,-46.647852,BAIXA,600,IBGE
GEO000291,RUA,DAS FLORES,2290,JARDIM,Rio de Janeiro,RJ,-22.918608,-43.188907,BAIXA,992,GOOGLE
GEO000292,LARGO,OSWALDO CRUZ,1389,BOTAFOGO,Rio de Janeiro,RJ,-22.949962,-43.189954,ALTA,824,OSM
GEO000293,ESTRADA,SAO JOAO,253,REPUBLICA,São Paulo,SP,-23.543981,-46.652674,BAIXA,980,GOOGLE
GEO000294,ALAMEDA,AFONSO PENA,464,CENTRO,Belo Horizonte,MG,-19.916741,-43.934532,ALTA,41,GOOGLE
GEO000295,TRAVESSA,VINTE E TRES DE MAIO,615,LIBERDADE,São Paulo,SP,-23.545259,-46.642981,MEDIA,90,IBGE
GEO000296,LARGO,CONDE DA BOA VISTA,4503,DERBY,Recife,PE,-8.055023,-34.888097,ALTA,440,GOOGLE
GEO000297,PRAÇA,BAHIA,949,CENTRO,Belo Horizonte,MG,-19.918047,-43.936054,ALTA,959,GOOGLE
GEO000298,PRAÇA,COPACABANA,3303,COPACABANA,Rio de Janeiro,RJ,-22.972976,-43.189683,BAIXA,134,IBGE
GEO000299,LARGO,TUPIS,424,CENTRO,Belo Horizonte,MG,-19.919087,-43.936944,ALTA,552,OSM
GEO000300,AVENIDA,DO COMERCIO,858,SAO JOSE,Recife,PE,-8.060077,-34.874919,ALTA,444,GOOGLE
GEO000301,LARGO,QUINZE DE NOVEMBRO,789,CENTRO,São Paulo,SP,-23.55047,-46.633285,ALTA,269,GOOGLE
GEO000302,RUA,PRIMEIRO DE MARÇO,3219,CENTRO,Rio de Janeiro,RJ,-22.89586,-43.16673,BAIXA,10,IBGE
GEO000303,LARGO,NOVE DE JULHO,1531,REPUBLICA,São Paulo,SP,-23.544569,-46.640301,MEDIA,36,GOOGLE
GEO000304,TRAVESSA,BORGES DE MEDEIROS,4090,CENTRO,Porto Alegre,RS,-30.035071,-51.231012,ALTA,329,IBGE
GEO000305,ALAMEDA,ATLANTICA,2629,COPACABANA,Rio de Janeiro,RJ,-22.977853,-43.173694,BAIXA,561,OSM
GEO000306,VIELA,W3 SUL,283,ASA SUL,Brasília,DF,-15.795597,-47.880362,BAIXA,325,OSM
GEO000307,TRAVESSA,BRIGADEIRO FARIA LIMA,3339,ITAM BIBI,São Paulo,SP,-23.583966,-46.689915,ALTA,596,IBGE
GEO000308,AVENIDA,IPIRANGA,4840,REPUBLICA,São Paulo,SP,-23.536253,-46.634548,BAIXA,26,IBGE
GEO000309,AVENIDA,PROTASIO ALVES,1350,PETROPOLIS,Porto Alegre,RS,-30.036967,-51.227854,BAIXA,810,OSM
GEO000310,ESTRADA,URUGUAIANA,4230,CENTRO,Rio de Janeiro,RJ,-22.900285,-43.174388,MEDIA,78,OSM
GEO000311,ALAMEDA,BOAVISTA,1229,BOA VIAGEM,Recife,PE,-8.119728,-34.907404,MEDIA,338,GOOGLE
GEO000312,ESTRADA,ATLANTICA,3320,COPACABANA,Rio de Janeiro,RJ,-22.971099,-43.182264,MEDIA,545,GOOGLE
GEO000313,VIELA,AMAZONAS,3583,CENTRO,Belo Horizonte,MG,-19.925749,-43.94334,BAIXA,342,GOOGLE
GEO000314,ESTRADA,COPACABANA,4633,COPACABANA,Rio de Janeiro,RJ,-22.977287,-43.177441,BAIXA,151,OSM
GEO000315,TRAVESSA,VINTE E TRES DE MAIO,158,LIBERDADE,São Paulo,SP,-23.545015,-46.642005,MEDIA,529,OSM
GEO000316,VIELA,BRIGADEIRO FARIA LIMA,3732,ITAM BIBI,São Paulo,SP,-23.592667,-46.690137,BAIXA,522,GOOGLE
GEO000317,ALAMEDA,URUGUAIANA,441,CENTRO,Rio de Janeiro,RJ,-22.895152,-43.171339,BAIXA,85,OSM
GEO000318,TRAVESSA,BRIGADEIRO FARIA LIMA,796,ITAM BIBI,São Paulo,SP,-23.583847,-46.69089,MEDIA,184,GOOGLE
GEO000319,VIELA,IPIRANGA,3157,REPUBLICA,São Paulo,SP,-23.545252,-46.64672,BAIXA,84,IBGE
GEO000320,ESTRADA,BAHIA,4831,CENTRO,Belo Horizonte,MG,-19.925657,-43.943192,BAIXA,659,GOOGLE
GEO000321,RUA,AGAMENON MAGALHAES,4606,DERBY,Recife,PE,-8.051535,-34.897793,BAIXA,89,GOOGLE
GEO000322,ALAMEDA,DAS FLORES,14,JARDIM,Rio de Janeiro,RJ,-22.909975,-43.179952,ALTA,184,OSM
GEO000323,VIELA,DOS ANDRADAS,3961,CENTRO,Porto Alegre,RS,-30.035681,-51.230499,MEDIA,234,IBGE
GEO000324,TRAVESSA,CONSOLACAO,4778,CONSOLACAO,São Paulo,SP,-23.540597,-46.669119,BAIXA,400,OSM
GEO000325,LARGO,AGAMENON MAGALHAES,3508,DERBY,Recife,PE,-8.053193,-34.899604,BAIXA,661,IBGE
GEO000326,RUA,DAS FLORES,2784,JARDIM,Rio de Janeiro,RJ,-22.907832,-43.179032,BAIXA,44,IBGE
GEO000327,ESTRADA,AFONSO PENA,2955,CENTRO,Belo Horizonte,MG,-19.912473,-43.929211,BAIXA,849,IBGE
GEO000328,PRAÇA,ATLANTICA,3038,COPACABANA,Rio de Janeiro,RJ,-22.971766,-43.183066,MEDIA,587,GOOGLE
GEO000329,AVENIDA,SAO JOAO,1039,REPUBLICA,São Paulo,SP,-23.546016,-46.643022,ALTA,380,GOOGLE
GEO000330,ESTRADA,DO OUVIDOR,4885,CENTRO,Rio de Janeiro,RJ,-22.900578,-43.181932,BAIXA,408,OSM
GEO000331,AVENIDA,RIO BRANCO,4135,CENTRO,Rio de Janeiro,RJ,-22.896035,-43.17879,BAIXA,898,IBGE
GEO000332,TRAVESSA,W3 NORTE,3384,ASA NORTE,Brasília,DF,-15.799729,-47.892713,BAIXA,137,GOOGLE
GEO000333,LARGO,RIO BRANCO,3625,CENTRO,Rio de Janeiro,RJ,-22.89733,-43.171089,BAIXA,997,GOOGLE
GEO000334,LARGO,PRIMEIRO DE MARÇO,3568,CENTRO,Rio de Janeiro,RJ,-22.903257,-43.175062,MEDIA,683,GOOGLE
GEO000335,ALAMEDA,ATLANTICA,1543,COPACABANA,Rio de Janeiro,RJ,-22.971106,-43.182824,MEDIA,895,GOOGLE
GEO000336,PRAÇA,PRESIDENTE VARGAS,3652,CENTRO,Rio de Janeiro,RJ,-22.897207,-43.170807,BAIXA,914,GOOGLE
GEO000337,PRAÇA,QUINZE DE NOVEMBRO,430,CENTRO,São Paulo,SP,-23.555564,-46.632129,BAIXA,36,OSM
GEO000338,RUA,REBOUCAS,1745,PINHEIROS,São Paulo,SP,-23.561418,-46.680141,MEDIA,870,GOOGLE
GEO000339,VIELA,CONDE DA BOA VISTA,3867,DERBY,Recife,PE,-8.054946,-34.888035,ALTA,76,GOOGLE
GEO000340,TRAVESSA,BOA VIAGEM,2120,BOA VIAGEM,Recife,PE,-8.10938,-34.906124,BAIXA,206,OSM
GEO000341,LARGO,URUGUAIANA,9,CENTRO,Rio de Janeiro,RJ,-22.901066,-43.174008,ALTA,45,OSM
GEO000342,TRAVESSA,DAS FLORES,4036,JARDIM,Rio de Janeiro,RJ,-22.909929,-43.180077,ALTA,255,OSM
GEO000343,RUA,SETEMBRO,4119,CENTRO,Rio de Janeiro,RJ,-22.905049,-43.177081,ALTA,786,IBGE
GEO000344,RUA,AGAMENON MAGALHAES,4893,DERBY,Recife,PE,-8.059508,-34.890719,BAIXA,500,OSM
GEO000345,PRAÇA,W3 SUL,933,ASA SUL,Brasília,DF,-15.794998,-47.883185,MEDIA,901,GOOGLE
GEO000346,ALAMEDA,AGAMENON MAGALHAES,2560,DERBY,Recife,PE,-8.05904,-34.895532,BAIXA,604,GOOGLE
GEO000347,VIELA,SAO JOAO,614,REPUBLICA,São Paulo,SP,-23.553174,-46.639211,BAIXA,477,GOOGLE
GEO000348,ESTRADA,BAHIA,3536,CENTRO,Belo Horizonte,MG,-19.918032,-43.935944,ALTA,810,IBGE
GEO000349,ESTRADA,ATLANTICA,3126,COPACABANA,Rio de Janeiro,RJ,-22.964403,-43.181758,BAIXA,309,IBGE
GEO000350,PRAÇA,AFONSO PENA,2713,CENTRO,Belo Horizonte,MG,-19.916586,-43.934403,ALTA,601,OSM
GEO000351,VIELA,BOA VIAGEM,4432,BOA VIAGEM,Recife,PE,-8.118194,-34.905253,MEDIA,639,OSM
GEO000352,TRAVESSA,CONSOLACAO,4793,CONSOLACAO,São Paulo,SP,-23.550295,-46.659246,MEDIA,986,GOOGLE
GEO000353,RUA,COPACABANA,1444,COPACABANA,Rio de Janeiro,RJ,-22.974119,-43.186182,BAIXA,86,IBGE
GEO000354,ALAMEDA,MARQUES DE ITU,2090,VILA BUARQUE,São Paulo,SP,-23.542678,-46.649508,BAIXA,692,IBGE
GEO000355,TRAVESSA,BAHIA,3095,CENTRO,Belo Horizonte,MG,-19.92726,-43.926617,BAIXA,63,OSM
GEO000356,PRAÇA,PROTASIO ALVES,3592,PETROPOLIS,Porto Alegre,RS,-30.035944,-51.232006,ALTA,313,GOOGLE
GEO000357,VIELA,BAHIA,1771,CENTRO,Belo Horizonte,MG,-19.913693,-43.932922,BAIXA,184,IBGE
GEO000358,RUA,DAS FLORES,1299,JARDIM,Rio de Janeiro,RJ,-22.916681,-43.180256,BAIXA,959,GOOGLE
GEO000359,ESTRADA,BOAVISTA,1661,BOA VIAGEM,Recife,PE,-8.119551,-34.906683,MEDIA,324,GOOGLE
GEO000360,ESTRADA,COPACABANA,913,COPACABANA,Rio de Janeiro,RJ,-22.970194,-43.185991,MEDIA,535,GOOGLE
GEO000361,RUA,AFONSO PENA,727,CENTRO,Belo Horizonte,MG,-19.915776,-43.93459,MEDIA,324,IBGE
GEO000362,LARGO,PROTASIO ALVES,4113,PETROPOLIS,Porto Alegre,RS,-30.035959,-51.232074,ALTA,378,OSM
GEO000363,PRAÇA,AFONSO PENA,4525,CENTRO,Belo Horizonte,MG,-19.922296,-43.928084,BAIXA,256,IBGE
GEO000364,ALAMEDA,ATLANTICA,2414,COPACABANA,Rio de Janeiro,RJ,-22.972353,-43.182757,MEDIA,588,OSM
GEO000365,VIELA,EIXO MONUMENTAL,1587,ASA NORTE,Brasília,DF,-15.795951,-47.884025,ALTA,971,OSM
GEO000366,RUA,DO COMERCIO,4286,SAO JOSE,Recife,PE,-8.060412,-34.874938,MEDIA,44,IBGE
GEO000367,VIELA,URUGUAIANA,2710,CENTRO,Rio de Janeiro,RJ,-22.900963,-43.173958,ALTA,228,IBGE
GEO000368,PRAÇA,COPACABANA,1650,COPACABANA,Rio de Janeiro,RJ,-22.970967,-43.184216,MEDIA,817,IBGE
GEO000369,RUA,PRESIDENTE VARGAS,2388,CENTRO,Rio de Janeiro,RJ,-22.90208,-43.177672,BAIXA,966,OSM
GEO000370,AVENIDA,DAS FLORES,2941,JARDIM,Rio de Janeiro,RJ,-22.905784,-43.177254,BAIXA,231,IBGE
GEO000371,ALAMEDA,IPIRANGA,2612,REPUBLICA,São Paulo,SP,-23.542979,-46.64007,ALTA,661,IBGE
GEO000372,PRAÇA,NOVE DE JULHO,2240,REPUBLICA,São Paulo,SP,-23.549825,-46.635425,BAIXA,573,IBGE
GEO000373,AVENIDA,W3 SUL,2493,ASA SUL,Brasília,DF,-15.793661,-47.881805,MEDIA,148,OSM
GEO000374,RUA,DA AURORA,3751,BOA VISTA,Recife,PE,-8.062995,-34.881073,ALTA,840,GOOGLE
GEO000375,PRAÇA,REBOUCAS,488,PINHEIROS,São Paulo,SP,-23.554949,-46.681134,BAIXA,438,OSM
GEO000376,LARGO,BAHIA,2728,CENTRO,Belo Horizonte,MG,-19.918093,-43.936036,ALTA,995,GOOGLE
GEO000377,LARGO,BOA VIAGEM,3144,BOA VIAGEM,Recife,PE,-8.11897,-34.906022,ALTA,463,OSM
GEO000378,TRAVESSA,CONSOLACAO,3188,CONSOLACAO,São Paulo,SP,-23.550638,-46.660494,MEDIA,287,IBGE
GEO000379,PRAÇA,RIO BRANCO,764,CENTRO,Rio de Janeiro,RJ,-22.909522,-43.172684,BAIXA,447,GOOGLE
GEO000380,AVENIDA,AFONSO PENA,2255,CENTRO,Belo Horizonte,MG,-19.923542,-43.930455,BAIXA,668,OSM
GEO000381,VIELA,IPIRANGA,2472,REPUBLICA,São Paulo,SP,-23.54385,-46.639945,MEDIA,712,OSM
GEO000382,PRAÇA,BAHIA,4059,CENTRO,Belo Horizonte,MG,-19.918088,-43.936023,ALTA,266,GOOGLE
GEO000383,RUA,AGAMENON MAGALHAES,656,DERBY,Recife,PE,-8.054902,-34.898281,BAIXA,386,GOOGLE
GEO000384,RUA,MARQUES DE ITU,494,VILA BUARQUE,São Paulo,SP,-23.545237,-46.647452,BAIXA,692,IBGE
GEO000385,TRAVESSA,PROTASIO ALVES,2704,PETROPOLIS,Porto Alegre,RS,-30.027584,-51.22542,BAIXA,456,OSM
GEO000386,TRAVESSA,W3 SUL,4562,ASA SUL,Brasília,DF,-15.79421,-47.882565,MEDIA,0,GOOGLE
GEO000387,TRAVESSA,URUGUAIANA,2439,CENTRO,Rio de Janeiro,RJ,-22.901043,-43.174077,ALTA,197,GOOGLE
GEO000388,ALAMEDA,BAHIA,54,CENTRO,Belo Horizonte,MG,-19.91505,-43.942732,BAIXA,838,IBGE
GEO000389,VIELA,DA AURORA,2801,BOA VISTA,Recife,PE,-8.068545,-34.877647,BAIXA,490,IBGE
GEO000390,VIELA,CONDE DA BOA VISTA,1465,DERBY,Recife,PE,-8.054477,-34.888318,MEDIA,844,GOOGLE
GEO000391,RUA,NOVE DE JULHO,1920,REPUBLICA,São Paulo,SP,-23.541322,-46.640797,BAIXA,993,GOOGLE
GEO000392,LARGO,IPIRANGA,2960,REPUBLICA,São Paulo,SP,-23.543342,-46.640201,MEDIA,305,OSM
GEO000393,ESTRADA,PAULISTA,403,BELA VISTA,São Paulo,SP,-23.561523,-46.656836,MEDIA,906,OSM
GEO000394,LARGO,NOVE DE JULHO,3259,REPUBLICA,São Paulo,SP,-23.536474,-46.637034,BAIXA,624,GOOGLE
GEO000395,AVENIDA,DO OUVIDOR,4606,CENTRO,Rio de Janeiro,RJ,-22.903408,-43.167328,BAIXA,894,OSM
GEO000396,LARGO,PAULISTA,512,BELA VISTA,São Paulo,SP,-23.561397,-46.656533,ALTA,740,GOOGLE
GEO000397,LARGO,SETEMBRO,515,CENTRO,Rio de Janeiro,RJ,-22.904646,-43.181572,BAIXA,995,GOOGLE
GEO000398,TRAVESSA,VINTE E TRES DE MAIO,202,LIBERDADE,São Paulo,SP,-23.542602,-46.638755,BAIXA,920,IBGE
GEO000399,PRAÇA,IPIRANGA,2546,REPUBLICA,São Paulo,SP,-23.542939,-46.640088,ALTA,630,GOOGLE
GEO000400,RUA,NOVE DE JULHO,2471,REPUBLICA,São Paulo,SP,-23.543969,-46.64123,MEDIA,741,OSM
GEO000401,RUA,EIXO MONUMENTAL,4418,ASA NORTE,Brasília,DF,-15.796199,-47.883223,MEDIA,860,OSM
GEO000402,ESTRADA,NOVE DE JULHO,3995,REPUBLICA,São Paulo,SP,-23.544122,-46.641069,MEDIA,114,IBGE
GEO000403,LARGO,DA AURORA,4505,BOA VISTA,Recife,PE,-8.063004,-34.880911,ALTA,87,GOOGLE
GEO000404,VIELA,BOAVISTA,1005,BOA VIAGEM,Recife,PE,-8.120087,-34.907002,ALTA,387,GOOGLE
GEO000405,AVENIDA,DOS ANDRADAS,1922,CENTRO,Porto Alegre,RS,-30.030272,-51.236606,BAIXA,298,OSM
GEO000406,TRAVESSA,DAS FLORES,618,JARDIM,Rio de Janeiro,RJ,-22.90313,-43.182044,BAIXA,425,OSM
GEO000407,VIELA,PRIMEIRO DE MARÇO,1390,CENTRO,Rio de Janeiro,RJ,-22.899513,-43.178058,BAIXA,741,GOOGLE
GEO000408,VIELA,W3 NORTE,3929,ASA NORTE,Brasília,DF,-15.794913,-47.883085,ALTA,141,GOOGLE
GEO000409,ALAMEDA,QUINZE DE NOVEMBRO,3805,CENTRO,São Paulo,SP,-23.54792,-46.640789,BAIXA,505,OSM
