id_fonte,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,cep,latitude,longitude,confiabilidade
CNEFE000210,LARGO,SETEMBRO,2190,CENTRO,Rio de Janeiro,RJ,20000-730,-22.905939,-43.17608,0.97
CNEFE000211,TRAVESSA,BORGES DE MEDEIROS,4559,CENTRO,Porto Alegre,RS,90000-225,-30.03453,-51.231492,0.96
CNEFE000212,PRAÇA,SETEMBRO,1526,CENTRO,Rio de Janeiro,RJ,20000-930,-22.90478,-43.177823,0.98
CNEFE000213,RUA,ATLANTICA,1208,COPACABANA,Rio de Janeiro,RJ,20000-628,-22.971727,-43.18123,0.98
CNEFE000214,ALAMEDA,AGAMENON MAGALHAES,4526,DERBY,Recife,PE,50000-910,-8.050968,-34.89024,0.95
CNEFE000215,PRAÇA,QUINZE DE NOVEMBRO,2462,CENTRO,São Paulo,SP,01000-369,-23.550996,-46.633471,0.98
CNEFE000216,PRAÇA,BAHIA,342,CENTRO,Belo Horizonte,MG,30000-123,-19.917091,-43.936202,0.97
CNEFE000217,PRAÇA,NOVE DE JULHO,3569,REPUBLICA,São Paulo,SP,01000-804,-23.543259,-46.640731,0.96
CNEFE000218,VIELA,NOVE DE JULHO,2698,REPUBLICA,São Paulo,SP,01000-462,-23.544592,-46.641812,0.97
CNEFE000219,LARGO,AMAZONAS,4349,CENTRO,Belo Horizonte,MG,30000-622,-19.916389,-43.935559,0.97
CNEFE000220,VIELA,BAHIA,1947,CENTRO,Belo Horizonte,MG,30000-498,-19.917544,-43.936238,0.95
CNEFE000221,ESTRADA,OSWALDO CRUZ,4847,BOTAFOGO,Rio de Janeiro,RJ,20000-190,-22.950167,-43.190744,0.95
CNEFE000222,VIELA,PRESIDENTE VARGAS,75,CENTRO,Rio de Janeiro,RJ,20000-593,-22.905401,-43.177264,0.98
CNEFE000223,AVENIDA,VINTE E TRES DE MAIO,4731,LIBERDADE,São Paulo,SP,01000-319,-23.544669,-46.642106,0.97
CNEFE000224,ALAMEDA,PROTASIO ALVES,4269,PETROPOLIS,Porto Alegre,RS,90000-883,-30.036967,-51.232341,0.97
CNEFE000225,ALAMEDA,BOA VIAGEM,2524,BOA VIAGEM,Recife,PE,50000-828,-8.11854,-34.90588,0.95
CNEFE000226,RUA,PRIMEIRO DE MARÇO,2963,CENTRO,Rio de Janeiro,RJ,20000-551,-22.903481,-43.175382,0.96
CNEFE000227,AVENIDA,URUGUAIANA,3350,CENTRO,Rio de Janeiro,RJ,20000-754,-22.900878,-43.173823,0.96
CNEFE000228,TRAVESSA,OSWALDO CRUZ,1033,BOTAFOGO,Rio de Janeiro,RJ,20000-503,-22.94936,-43.190337,0.97
CNEFE000229,VIELA,BORGES DE MEDEIROS,4332,CENTRO,Porto Alegre,RS,90000-523,-30.035984,-51.230887,0.97
CNEFE000230,ESTRADA,BOAVISTA,3012,BOA VIAGEM,Recife,PE,50000-778,-8.12024,-34.906678,0.97
CNEFE000231,ESTRADA,W3 NORTE,4306,ASA NORTE,Brasília,DF,70000-834,-15.794673,-47.882255,0.98
CNEFE000232,AVENIDA,W3 NORTE,4317,ASA NORTE,Brasília,DF,70000-351,-15.794198,-47.88248,0.96
CNEFE000233,PRAÇA,CONDE DA BOA VISTA,3499,DERBY,Recife,PE,50000-405,-8.055581,-34.888126,0.97
CNEFE000234,LARGO,AMAZONAS,4116,CENTRO,Belo Horizonte,MG,30000-508,-19.91703,-43.935181,0.95
CNEFE000235,LARGO,VINTE E TRES DE MAIO,2203,LIBERDADE,São Paulo,SP,01000-688,-23.545352,-46.641897,0.97
CNEFE000236,ESTRADA,BOA VIAGEM,651,BOA VIAGEM,Recife,PE,50000-751,-8.118338,-34.90605,0.96
CNEFE000237,PRAÇA,REBOUCAS,2702,PINHEIROS,São Paulo,SP,01000-262,-23.561838,-46.680045,0.97
CNEFE000238,LARGO,PROTASIO ALVES,2265,PETROPOLIS,Porto Alegre,RS,90000-802,-30.0356,-51.232023,0.95
CNEFE000239,VIELA,COPACABANA,1282,COPACABANA,Rio de Janeiro,RJ,20000-430,-22.969588,-43.185418,0.96
CNEFE000240,LARGO,PRIMEIRO DE MARÇO,3477,CENTRO,Rio de Janeiro,RJ,20000-329,-22.902322,-43.175696,0.96
CNEFE000241,PRAÇA,VINTE E TRES DE MAIO,590,LIBERDADE,São Paulo,SP,01000-897,-23.544774,-46.642289,0.97
CNEFE000242,VIELA,AMAZONAS,3610,CENTRO,Belo Horizonte,MG,30000-537,-19.917379,-43.935777,0.97
CNEFE000243,RUA,IPIRANGA,4635,REPUBLICA,São Paulo,SP,01000-459,-23.542129,-46.640984,0.98
CNEFE000244,AVENIDA,PROTASIO ALVES,3245,PETROPOLIS,Porto Alegre,RS,90000-957,-30.035364,-51.232878,0.97
CNEFE000245,LARGO,ATLANTICA,1272,COPACABANA,Rio de Janeiro,RJ,20000-387,-22.972217,-43.181749,0.96
CNEFE000246,TRAVESSA,SETEMBRO,2502,CENTRO,Rio de Janeiro,RJ,20000-714,-22.905747,-43.177438,0.97
CNEFE000247,RUA,PAULISTA,4651,BELA VISTA,São Paulo,SP,01000-884,-23.56144,-46.656679,0.97
CNEFE000248,AVENIDA,NOVE DE JULHO,4147,REPUBLICA,São Paulo,SP,01000-381,-23.544128,-46.640612,0.98
CNEFE000249,ALAMEDA,DO OUVIDOR,4535,CENTRO,Rio de Janeiro,RJ,20000-958,-22.902191,-43.173385,0.95
CNEFE000250,TRAVESSA,BOAVISTA,3070,BOA VIAGEM,Recife,PE,50000-639,-8.119259,-34.907123,0.97
CNEFE000251,AVENIDA,AGAMENON MAGALHAES,2834,DERBY,Recife,PE,50000-379,-8.0502,-34.889506,0.96
CNEFE000252,ESTRADA,AFONSO PENA,3220,CENTRO,Belo Horizonte,MG,30000-547,-19.915905,-43.934754,0.95
CNEFE000253,VIELA,BORGES DE MEDEIROS,1129,CENTRO,Porto Alegre,RS,90000-149,-30.034288,-51.230137,0.96
CNEFE000254,ALAMEDA,BOAVISTA,4698,BOA VIAGEM,Recife,PE,50000-713,-8.119501,-34.90721,0.95
CNEFE000255,PRAÇA,SETEMBRO,3349,CENTRO,Rio de Janeiro,RJ,20000-741,-22.904579,-43.176358,0.96
CNEFE000256,RUA,SETEMBRO,1399,CENTRO,Rio de Janeiro,RJ,20000-465,-22.904394,-43.177271,0.98
CNEFE000257,TRAVESSA,BOA VIAGEM,4564,BOA VIAGEM,Recife,PE,50000-120,-8.118555,-34.9053,0.96
CNEFE000258,ESTRADA,BORGES DE MEDEIROS,732,CENTRO,Porto Alegre,RS,90000-495,-30.035092,-51.23025,0.98
CNEFE000259,PRAÇA,QUINZE DE NOVEMBRO,3258,CENTRO,São Paulo,SP,01000-624,-23.550686,-46.633873,0.96
CNEFE000260,LARGO,VINTE E TRES DE MAIO,4598,LIBERDADE,São Paulo,SP,01000-952,-23.545423,-46.642209,0.97
CNEFE000261,AVENIDA,DAS FLORES,4609,JARDIM,Rio de Janeiro,RJ,20000-202,-22.909338,-43.17934,0.97
CNEFE000262,PRAÇA,PROTASIO ALVES,562,PETROPOLIS,Porto Alegre,RS,90000-793,-30.036871,-51.232033,0.95
CNEFE000263,ESTRADA,VINTE E TRES DE MAIO,2778,LIBERDADE,São Paulo,SP,01000-202,-23.545402,-46.641413,0.96
CNEFE000264,ESTRADA,AMAZONAS,4260,CENTRO,Belo Horizonte,MG,30000-878,-19.916165,-43.93476,0.97
CNEFE000265,LARGO,IPIRANGA,2230,REPUBLICA,São Paulo,SP,01000-544,-23.542965,-46.639712,0.96
CNEFE000266,RUA,DA AURORA,3944,BOA VISTA,Recife,PE,50000-433,-8.063242,-34.881362,0.95
CNEFE000267,TRAVESSA,MARQUES DE ITU,2507,VILA BUARQUE,São Paulo,SP,01000-884,-23.546549,-46.644473,0.96
CNEFE000268,AVENIDA,AMAZONAS,2755,CENTRO,Belo Horizonte,MG,30000-919,-19.916926,-43.934686,0.98
CNEFE000269,ALAMEDA,QUINZE DE NOVEMBRO,441,CENTRO,São Paulo,SP,01000-810,-23.549619,-46.632856,0.96
CNEFE000270,TRAVESSA,IPIRANGA,2949,REPUBLICA,São Paulo,SP,01000-577,-23.543403,-46.640775,0.97
CNEFE000271,AVENIDA,PRIMEIRO DE MARÇO,1009,CENTRO,Rio de Janeiro,RJ,20000-758,-22.902012,-43.175672,0.98
CNEFE000272,ALAMEDA,NOVE DE JULHO,2154,REPUBLICA,São Paulo,SP,01000-173,-23.544075,-46.640282,0.96
CNEFE000273,ESTRADA,NOVE DE JULHO,2887,REPUBLICA,São Paulo,SP,01000-579,-23.543612,-46.641032,0.98
CNEFE000274,TRAVESSA,PROTASIO ALVES,2807,PETROPOLIS,Porto Alegre,RS,90000-848,-30.036326,-51.232491,0.96
CNEFE000275,PRAÇA,BORGES DE MEDEIROS,3065,CENTRO,Porto Alegre,RS,90000-734,-30.035382,-51.231213,0.96
CNEFE000276,PRAÇA,BOA VIAGEM,3055,BOA VIAGEM,Recife,PE,50000-118,-8.119697,-34.905279,0.96
CNEFE000277,LARGO,DA AURORA,2967,BOA VISTA,Recife,PE,50000-200,-8.063028,-34.880804,0.98
CNEFE000278,ALAMEDA,AFONSO PENA,964,CENTRO,Belo Horizonte,MG,30000-520,-19.916862,-43.935133,0.97
CNEFE000279,ALAMEDA,PAULISTA,3638,BELA VISTA,São Paulo,SP,01000-118,-23.561922,-46.656016,0.95
CNEFE000280,LARGO,TUPIS,787,CENTRO,Belo Horizonte,MG,30000-604,-19.919796,-43.937199,0.96
CNEFE000281,TRAVESSA,BORGES DE MEDEIROS,2383,CENTRO,Porto Alegre,RS,90000-457,-30.034559,-51.230387,0.95
CNEFE000282,TRAVESSA,BOA VIAGEM,4091,BOA VIAGEM,Recife,PE,50000-481,-8.118856,-34.905011,0.98
CNEFE000283,TRAVESSA,AGAMENON MAGALHAES,4985,DERBY,Recife,PE,50000-203,-8.050926,-34.890077,0.97
CNEFE000284,RUA,DAS FLORES,323,JARDIM,Rio de Janeiro,RJ,20000-548,-22.910844,-43.180304,0.97
CNEFE000285,ALAMEDA,ATLANTICA,4708,COPACABANA,Rio de Janeiro,RJ,20000-656,-22.970509,-43.182302,0.95
CNEFE000286,PRAÇA,AMAZONAS,2571,CENTRO,Belo Horizonte,MG,30000-507,-19.916599,-43.935644,0.97
CNEFE000287,TRAVESSA,SETEMBRO,4503,CENTRO,Rio de Janeiro,RJ,20000-699,-22.90578,-43.176404,0.97
CNEFE000288,PRAÇA,AMAZONAS,1622,CENTRO,Belo Horizonte,MG,30000-598,-19.91711,-43.934646,0.97
CNEFE000289,PRAÇA,IPIRANGA,4319,REPUBLICA,São Paulo,SP,01000-146,-23.543264,-46.639652,0.97
CNEFE000290,TRAVESSA,BORGES DE MEDEIROS,2213,CENTRO,Porto Alegre,RS,90000-318,-30.035884,-51.231744,0.97
CNEFE000291,TRAVESSA,BRIGADEIRO FARIA LIMA,60,ITAM BIBI,São Paulo,SP,01000-294,-23.583398,-46.689359,0.95
CNEFE000292,ALAMEDA,OSWALDO CRUZ,1352,BOTAFOGO,Rio de Janeiro,RJ,20000-417,-22.949793,-43.189178,0.96
CNEFE000293,TRAVESSA,BRIGADEIRO FARIA LIMA,2570,ITAM BIBI,São Paulo,SP,01000-890,-23.584136,-46.689298,0.96
CNEFE000294,AVENIDA,AFONSO PENA,2196,CENTRO,Belo Horizonte,MG,30000-122,-19.916784,-43.933804,0.97
CNEFE000295,RUA,REBOUCAS,423,PINHEIROS,São Paulo,SP,01000-789,-23.560593,-46.679292,0.98
CNEFE000296,VIELA,BRIGADEIRO FARIA LIMA,2989,ITAM BIBI,São Paulo,SP,01000-257,-23.583391,-46.689452,0.97
CNEFE000297,PRAÇA,DO COMERCIO,1487,SAO JOSE,Recife,PE,50000-785,-8.059351,-34.874973,0.98
CNEFE000298,ALAMEDA,AFONSO PENA,560,CENTRO,Belo Horizonte,MG,30000-618,-19.917192,-43.933985,0.95
CNEFE000299,AVENIDA,W3 SUL,725,ASA SUL,Brasília,DF,70000-788,-15.794386,-47.881344,0.97
CNEFE000300,ESTRADA,URUGUAIANA,619,CENTRO,Rio de Janeiro,RJ,20000-773,-22.900086,-43.173406,0.96
CNEFE000301,VIELA,PAULISTA,677,BELA VISTA,São Paulo,SP,01000-699,-23.561754,-46.657181,0.98
CNEFE000302,ESTRADA,BORGES DE MEDEIROS,2730,CENTRO,Porto Alegre,RS,90000-985,-30.034421,-51.230907,0.97
CNEFE000303,PRAÇA,MARQUES DE ITU,3699,VILA BUARQUE,São Paulo,SP,01000-744,-23.547211,-46.643484,0.98
CNEFE000304,TRAVESSA,VINTE E TRES DE MAIO,1482,LIBERDADE,São Paulo,SP,01000-938,-23.545245,-46.642255,0.96
CNEFE000305,AVENIDA,BOA VIAGEM,4267,BOA VIAGEM,Recife,PE,50000-891,-8.11944,-34.905151,0.95
CNEFE000306,PRAÇA,W3 NORTE,700,ASA NORTE,Brasília,DF,70000-560,-15.794669,-47.882471,0.96
CNEFE000307,PRAÇA,REBOUCAS,1183,PINHEIROS,São Paulo,SP,01000-665,-23.560978,-46.680963,0.95
CNEFE000308,LARGO,W3 NORTE,3514,ASA NORTE,Brasília,DF,70000-899,-15.795799,-47.882814,0.97
CNEFE000309,LARGO,PRESIDENTE VARGAS,658,CENTRO,Rio de Janeiro,RJ,20000-786,-22.905926,-43.177204,0.96
CNEFE000310,ALAMEDA,URUGUAIANA,4279,CENTRO,Rio de Janeiro,RJ,20000-348,-22.901668,-43.173108,0.96
CNEFE000311,AVENIDA,BOA VIAGEM,912,BOA VIAGEM,Recife,PE,50000-273,-8.119466,-34.906881,0.96
CNEFE000312,TRAVESSA,W3 NORTE,14,ASA NORTE,Brasília,DF,70000-999,-15.795586,-47.883222,0.97
CNEFE000313,LARGO,AGAMENON MAGALHAES,379,DERBY,Recife,PE,50000-110,-8.04916,-34.890063,0.97
CNEFE000314,AVENIDA,AFONSO PENA,4453,CENTRO,Belo Horizonte,MG,30000-576,-19.916344,-43.934478,0.96
CNEFE000315,RUA,DO COMERCIO,3959,SAO JOSE,Recife,PE,50000-594,-8.060711,-34.874793,0.96
CNEFE000316,AVENIDA,COPACABANA,4088,COPACABANA,Rio de Janeiro,RJ,20000-388,-22.969727,-43.185629,0.95
CNEFE000317,RUA,W3 NORTE,2456,ASA NORTE,Brasília,DF,70000-499,-15.794953,-47.882968,0.95
CNEFE000318,ESTRADA,BRIGADEIRO FARIA LIMA,3172,ITAM BIBI,São Paulo,SP,01000-770,-23.584911,-46.689228,0.98
CNEFE000319,VIELA,BOAVISTA,3828,BOA VIAGEM,Recife,PE,50000-702,-8.119408,-34.907487,0.96
CNEFE000320,TRAVESSA,RIO BRANCO,4991,CENTRO,Rio de Janeiro,RJ,20000-496,-22.904197,-43.175354,0.97
CNEFE000321,LARGO,NOVE DE JULHO,127,REPUBLICA,São Paulo,SP,01000-233,-23.543408,-46.640862,0.96
CNEFE000322,LARGO,BOAVISTA,435,BOA VIAGEM,Recife,PE,50000-170,-8.119371,-34.906004,0.95
CNEFE000323,VIELA,CONDE DA BOA VISTA,4464,DERBY,Recife,PE,50000-500,-8.054883,-34.8888,0.95
CNEFE000324,ESTRADA,TUPIS,966,CENTRO,Belo Horizonte,MG,30000-352,-19.918091,-43.937075,0.98
CNEFE000325,VIELA,COPACABANA,1135,COPACABANA,Rio de Janeiro,RJ,20000-449,-22.969803,-43.184725,0.97
CNEFE000326,ESTRADA,PAULISTA,927,BELA VISTA,São Paulo,SP,01000-852,-23.561596,-46.657492,0.96
CNEFE000327,PRAÇA,DAS FLORES,2264,JARDIM,Rio de Janeiro,RJ,20000-244,-22.909899,-43.17998,0.97
CNEFE000328,TRAVESSA,BRIGADEIRO FARIA LIMA,4125,ITAM BIBI,São Paulo,SP,01000-296,-23.584602,-46.689013,0.97
CNEFE000329,TRAVESSA,RIO BRANCO,2673,CENTRO,Rio de Janeiro,RJ,20000-591,-22.904991,-43.175276,0.98
CNEFE000330,TRAVESSA,MARQUES DE ITU,2828,VILA BUARQUE,São Paulo,SP,01000-997,-23.547324,-46.644493,0.95
CNEFE000331,AVENIDA,PAULISTA,1234,BELA VISTA,São Paulo,SP,01000-350,-23.56093,-46.65689,0.98
CNEFE000332,LARGO,REBOUCAS,4639,PINHEIROS,São Paulo,SP,01000-325,-23.561826,-46.680339,0.97
CNEFE000333,LARGO,BOAVISTA,819,BOA VIAGEM,Recife,PE,50000-604,-8.119384,-34.906275,0.96
CNEFE000334,TRAVESSA,RIO BRANCO,268,CENTRO,Rio de Janeiro,RJ,20000-612,-22.903286,-43.174601,0.96
CNEFE000335,ALAMEDA,BAHIA,604,CENTRO,Belo Horizonte,MG,30000-815,-19.917185,-43.935213,0.95
CNEFE000336,VIELA,DO COMERCIO,2076,SAO JOSE,Recife,PE,50000-337,-8.06099,-34.875814,0.97
CNEFE000337,LARGO,EIXO MONUMENTAL,3156,ASA NORTE,Brasília,DF,70000-218,-15.795819,-47.884582,0.97
CNEFE000338,LARGO,EIXO MONUMENTAL,3808,ASA NORTE,Brasília,DF,70000-546,-15.796093,-47.883335,0.98
CNEFE000339,ALAMEDA,OSWALDO CRUZ,2660,BOTAFOGO,Rio de Janeiro,RJ,20000-771,-22.950981,-43.19044,0.98
CNEFE000340,TRAVESSA,TUPIS,656,CENTRO,Belo Horizonte,MG,30000-583,-19.918647,-43.936663,0.97
CNEFE000341,ALAMEDA,IPIRANGA,4753,REPUBLICA,São Paulo,SP,01000-866,-23.543911,-46.640548,0.97
CNEFE000342,LARGO,BAHIA,2163,CENTRO,Belo Horizonte,MG,30000-448,-19.918333,-43.93549,0.98
CNEFE000343,ALAMEDA,PRIMEIRO DE MARÇO,4370,CENTRO,Rio de Janeiro,RJ,20000-700,-22.902441,-43.176396,0.98
CNEFE000344,TRAVESSA,MARQUES DE ITU,960,VILA BUARQUE,São Paulo,SP,01000-452,-23.546598,-46.643034,0.97
CNEFE000345,ALAMEDA,DO COMERCIO,1329,SAO JOSE,Recife,PE,50000-565,-8.060961,-34.875318,0.96
CNEFE000346,ALAMEDA,CONDE DA BOA VISTA,3911,DERBY,Recife,PE,50000-220,-8.054365,-34.887564,0.96
CNEFE000347,LARGO,PRESIDENTE VARGAS,3213,CENTRO,Rio de Janeiro,RJ,20000-560,-22.906785,-43.178032,0.96
CNEFE000348,VIELA,CONDE DA BOA VISTA,2797,DERBY,Recife,PE,50000-624,-8.05542,-34.887514,0.96
CNEFE000349,TRAVESSA,TUPIS,2426,CENTRO,Belo Horizonte,MG,30000-374,-19.919697,-43.937225,0.97
CNEFE000350,ALAMEDA,DAS FLORES,3115,JARDIM,Rio de Janeiro,RJ,20000-457,-22.909484,-43.17984,0.97
CNEFE000351,ESTRADA,AFONSO PENA,3341,CENTRO,Belo Horizonte,MG,30000-631,-19.917644,-43.934576,0.95
CNEFE000352,LARGO,URUGUAIANA,277,CENTRO,Rio de Janeiro,RJ,20000-982,-22.900137,-43.173436,0.97
CNEFE000353,LARGO,BAHIA,4884,CENTRO,Belo Horizonte,MG,30000-141,-19.917234,-43.935219,0.96
CNEFE000354,VIELA,CONSOLACAO,1183,CONSOLACAO,São Paulo,SP,01000-608,-23.549861,-46.659214,0.96
CNEFE000355,LARGO,TUPIS,572,CENTRO,Belo Horizonte,MG,30000-187,-19.918821,-43.936241,0.97
CNEFE000356,PRAÇA,OSWALDO CRUZ,1010,BOTAFOGO,Rio de Janeiro,RJ,20000-711,-22.949107,-43.189481,0.95
CNEFE000357,RUA,AFONSO PENA,3334,CENTRO,Belo Horizonte,MG,30000-768,-19.917322,-43.934123,0.97
CNEFE000358,TRAVESSA,PAULISTA,1982,BELA VISTA,São Paulo,SP,01000-246,-23.561824,-46.657171,0.95
CNEFE000359,ALAMEDA,CONSOLACAO,2294,CONSOLACAO,São Paulo,SP,01000-906,-23.549766,-46.659142,0.96
CNEFE000360,VIELA,AGAMENON MAGALHAES,4637,DERBY,Recife,PE,50000-364,-8.049371,-34.889221,0.98
CNEFE000361,PRAÇA,BRIGADEIRO FARIA LIMA,1070,ITAM BIBI,São Paulo,SP,01000-548,-23.58364,-46.690995,0.96
CNEFE000362,ESTRADA,W3 NORTE,4906,ASA NORTE,Brasília,DF,70000-239,-15.79424,-47.883354,0.96
CNEFE000363,RUA,PROTASIO ALVES,271,PETROPOLIS,Porto Alegre,RS,90000-982,-30.036313,-51.232035,0.97
CNEFE000364,PRAÇA,NOVE DE JULHO,2354,REPUBLICA,São Paulo,SP,01000-898,-23.544492,-46.640228,0.97
CNEFE000365,RUA,BOAVISTA,2097,BOA VIAGEM,Recife,PE,50000-458,-8.120509,-34.907767,0.96
CNEFE000366,RUA,MARQUES DE ITU,2655,VILA BUARQUE,São Paulo,SP,01000-554,-23.546191,-46.643941,0.96
CNEFE000367,ESTRADA,AFONSO PENA,2992,CENTRO,Belo Horizonte,MG,30000-130,-19.916147,-43.934839,0.96
CNEFE000368,VIELA,DOS ANDRADAS,4511,CENTRO,Porto Alegre,RS,90000-557,-30.034608,-51.229614,0.97
CNEFE000369,RUA,W3 NORTE,1874,ASA NORTE,Brasília,DF,70000-233,-15.795206,-47.882643,0.97
CNEFE000370,LARGO,PAULISTA,281,BELA VISTA,São Paulo,SP,01000-195,-23.562154,-46.655724,0.98
CNEFE000371,TRAVESSA,BOA VIAGEM,4849,BOA VIAGEM,Recife,PE,50000-777,-8.11888,-34.905071,0.97
CNEFE000372,LARGO,URUGUAIANA,1307,CENTRO,Rio de Janeiro,RJ,20000-631,-22.90092,-43.174056,0.98
CNEFE000373,AVENIDA,BORGES DE MEDEIROS,2062,CENTRO,Porto Alegre,RS,90000-924,-30.035594,-51.230405,0.97
CNEFE000374,ESTRADA,MARQUES DE ITU,4721,VILA BUARQUE,São Paulo,SP,01000-585,-23.546865,-46.643406,0.97
CNEFE000375,RUA,AGAMENON MAGALHAES,1921,DERBY,Recife,PE,50000-287,-8.050381,-34.89077,0.96
CNEFE000376,RUA,W3 NORTE,159,ASA NORTE,Brasília,DF,70000-818,-15.794887,-47.883987,0.96
CNEFE000377,PRAÇA,ATLANTICA,650,COPACABANA,Rio de Janeiro,RJ,20000-121,-22.972031,-43.182247,0.95
CNEFE000378,RUA,SETEMBRO,674,CENTRO,Rio de Janeiro,RJ,20000-600,-22.904638,-43.176539,0.97
CNEFE000379,AVENIDA,CONDE DA BOA VISTA,3264,DERBY,Recife,PE,50000-610,-8.055405,-34.887106,0.96
CNEFE000380,RUA,URUGUAIANA,2205,CENTRO,Rio de Janeiro,RJ,20000-234,-22.900683,-43.173608,0.96
CNEFE000381,AVENIDA,TUPIS,2913,CENTRO,Belo Horizonte,MG,30000-797,-19.919361,-43.936521,0.96
CNEFE000382,RUA,BAHIA,1883,CENTRO,Belo Horizonte,MG,30000-507,-19.918494,-43.936658,0.98
CNEFE000383,PRAÇA,OSWALDO CRUZ,2395,BOTAFOGO,Rio de Janeiro,RJ,20000-924,-22.950037,-43.189183,0.97
CNEFE000384,PRAÇA,REBOUCAS,4159,PINHEIROS,São Paulo,SP,01000-245,-23.561597,-46.679854,0.98
CNEFE000385,RUA,IPIRANGA,3492,REPUBLICA,São Paulo,SP,01000-190,-23.542622,-46.640568,0.95
CNEFE000386,ESTRADA,NOVE DE JULHO,1877,REPUBLICA,São Paulo,SP,01000-597,-23.544329,-46.640044,0.95
CNEFE000387,PRAÇA,COPACABANA,4098,COPACABANA,Rio de Janeiro,RJ,20000-735,-22.970464,-43.184673,0.97
CNEFE000388,AVENIDA,TUPIS,4633,CENTRO,Belo Horizonte,MG,30000-723,-19.919986,-43.93727,0.96
CNEFE000389,ESTRADA,DOS ANDRADAS,2871,CENTRO,Porto Alegre,RS,90000-233,-30.034383,-51.231501,0.95
CNEFE000390,PRAÇA,ATLANTICA,1035,COPACABANA,Rio de Janeiro,RJ,20000-821,-22.972151,-43.182097,0.96
CNEFE000391,RUA,SETEMBRO,2201,CENTRO,Rio de Janeiro,RJ,20000-971,-22.904061,-43.1771,0.97
CNEFE000392,ESTRADA,REBOUCAS,4862,PINHEIROS,São Paulo,SP,01000-451,-23.560492,-46.679829,0.98
CNEFE000393,PRAÇA,W3 NORTE,2644,ASA NORTE,Brasília,DF,70000-179,-15.794071,-47.882737,0.97
CNEFE000394,LARGO,AMAZONAS,683,CENTRO,Belo Horizonte,MG,30000-268,-19.916315,-43.934396,0.96
CNEFE000395,LARGO,DAS FLORES,2480,JARDIM,Rio de Janeiro,RJ,20000-213,-22.909192,-43.180067,0.97
CNEFE000396,LARGO,MARQUES DE ITU,1952,VILA BUARQUE,São Paulo,SP,01000-262,-23.546171,-46.644402,0.97
CNEFE000397,TRAVESSA,DO COMERCIO,575,SAO JOSE,Recife,PE,50000-768,-8.060739,-34.874797,0.96
CNEFE000398,VIELA,DOS ANDRADAS,3778,CENTRO,Porto Alegre,RS,90000-869,-30.034267,-51.231085,0.96
CNEFE000399,TRAVESSA,NOVE DE JULHO,2807,REPUBLICA,São Paulo,SP,01000-737,-23.544406,-46.640729,0.98
CNEFE000400,VIELA,TUPIS,2965,CENTRO,Belo Horizonte,MG,30000-445,-19.918962,-43.93767,0.96
CNEFE000401,TRAVESSA,AGAMENON MAGALHAES,4248,DERBY,Recife,PE,50000-763,-8.049495,-34.889297,0.98
CNEFE000402,RUA,ATLANTICA,1855,COPACABANA,Rio de Janeiro,RJ,20000-646,-22.970719,-43.181995,0.96
CNEFE000403,LARGO,DAS FLORES,4762,JARDIM,Rio de Janeiro,RJ,20000-151,-22.909719,-43.180749,0.98
CNEFE000404,RUA,DAS FLORES,4927,JARDIM,Rio de Janeiro,RJ,20000-815,-22.909558,-43.179865,0.95
CNEFE000405,ESTRADA,DA AURORA,2360,BOA VISTA,Recife,PE,50000-515,-8.063034,-34.881044,0.98
CNEFE000406,ESTRADA,DO COMERCIO,1032,SAO JOSE,Recife,PE,50000-708,-8.059611,-34.874062,0.96
CNEFE000407,TRAVESSA,SETEMBRO,435,CENTRO,Rio de Janeiro,RJ,20000-186,-22.904154,-43.177558,0.97
CNEFE000408,RUA,VINTE E TRES DE MAIO,822,LIBERDADE,São Paulo,SP,01000-251,-23.544154,-46.641741,0.97
CNEFE000409,AVENIDA,TUPIS,3770,CENTRO,Belo Horizonte,MG,30000-286,-19.919517,-43.936112,0.96
CNEFE000410,LARGO,AGAMENON MAGALHAES,2690,DERBY,Recife,PE,50000-906,-8.050379,-34.890868,0.96
CNEFE000411,ALAMEDA,DO OUVIDOR,1032,CENTRO,Rio de Janeiro,RJ,20000-916,-22.90202,-43.17251,0.98
CNEFE000412,ALAMEDA,BRIGADEIRO FARIA LIMA,3674,ITAM BIBI,São Paulo,SP,01000-267,-23.584565,-46.69034,0.97
CNEFE000413,PRAÇA,PAULISTA,3419,BELA VISTA,São Paulo,SP,01000-810,-23.561249,-46.656224,0.97
CNEFE000414,AVENIDA,DOS ANDRADAS,2892,CENTRO,Porto Alegre,RS,90000-709,-30.034147,-51.229961,0.96
CNEFE000415,ESTRADA,DAS FLORES,2468,JARDIM,Rio de Janeiro,RJ,20000-898,-22.909421,-43.180668,0.96
CNEFE000416,TRAVESSA,IPIRANGA,1174,REPUBLICA,São Paulo,SP,01000-116,-23.543195,-46.640979,0.97
CNEFE000417,VIELA,ATLANTICA,2463,COPACABANA,Rio de Janeiro,RJ,20000-516,-22.970983,-43.18195,0.98
CNEFE000418,ALAMEDA,COPACABANA,1194,COPACABANA,Rio de Janeiro,RJ,20000-600,-22.969271,-43.18471,0.96
CNEFE000419,PRAÇA,IPIRANGA,2129,REPUBLICA,São Paulo,SP,01000-153,-23.542316,-46.639589,0.97
CNEFE000420,VIELA,SAO JOAO,4037,REPUBLICA,São Paulo,SP,01000-841,-23.546648,-46.643503,0.97
