id_fonte,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,cep,latitude,longitude,confiabilidade
DNE000215,VIELA,EIXO MONUMENTAL,2857,ASA NORTE,Brasília,DF,70000-523,-15.795319,-47.883473,0.95
DNE000216,ALAMEDA,AMAZONAS,2394,CENTRO,Belo Horizonte,MG,30000-414,-19.917504,-43.934055,0.94
DNE000217,ALAMEDA,NOVE DE JULHO,994,REPUBLICA,São Paulo,SP,01000-717,-23.543429,-46.640417,0.92
DNE000218,ALAMEDA,IPIRANGA,2260,REPUBLICA,São Paulo,SP,01000-391,-23.542494,-46.640515,0.93
DNE000219,VIELA,BRIGADEIRO FARIA LIMA,2162,ITAM BIBI,São Paulo,SP,01000-877,-23.58385,-46.690461,0.9
DNE000220,PRAÇA,EIXO MONUMENTAL,4101,ASA NORTE,Brasília,DF,70000-719,-15.796657,-47.884551,0.92
DNE000221,ALAMEDA,DOS ANDRADAS,818,CENTRO,Porto Alegre,RS,90000-206,-30.034275,-51.231119,0.91
DNE000222,LARGO,DO OUVIDOR,1058,CENTRO,Rio de Janeiro,RJ,20000-277,-22.901783,-43.172258,0.9
DNE000223,LARGO,PRIMEIRO DE MARÇO,2678,CENTRO,Rio de Janeiro,RJ,20000-972,-22.902279,-43.175477,0.92
DNE000224,VIELA,W3 SUL,3036,ASA SUL,Brasília,DF,70000-919,-15.794472,-47.882648,0.92
DNE000225,TRAVESSA,URUGUAIANA,84,CENTRO,Rio de Janeiro,RJ,20000-384,-22.900282,-43.174749,0.9
DNE000226,AVENIDA,AMAZONAS,1216,CENTRO,Belo Horizonte,MG,30000-328,-19.916303,-43.935237,0.94
DNE000227,PRAÇA,OSWALDO CRUZ,874,BOTAFOGO,Rio de Janeiro,RJ,20000-217,-22.949354,-43.190717,0.91
DNE000228,VIELA,CONSOLACAO,2919,CONSOLACAO,São Paulo,SP,01000-709,-23.549532,-46.660077,0.93
DNE000229,LARGO,AGAMENON MAGALHAES,19,DERBY,Recife,PE,50000-540,-8.050619,-34.889835,0.93
DNE000230,AVENIDA,RIO BRANCO,2139,CENTRO,Rio de Janeiro,RJ,20000-665,-22.903155,-43.174781,0.94
DNE000231,VIELA,MARQUES DE ITU,3178,VILA BUARQUE,São Paulo,SP,01000-174,-23.547622,-46.643608,0.91
DNE000232,RUA,BRIGADEIRO FARIA LIMA,1677,ITAM BIBI,São Paulo,SP,01000-287,-23.583131,-46.689899,0.91
DNE000233,ESTRADA,REBOUCAS,275,PINHEIROS,São Paulo,SP,01000-299,-23.560342,-46.680685,0.94
DNE000234,VIELA,MARQUES DE ITU,1704,VILA BUARQUE,São Paulo,SP,01000-119,-23.547085,-46.644634,0.93
DNE000235,VIELA,MARQUES DE ITU,4133,VILA BUARQUE,São Paulo,SP,01000-790,-23.547536,-46.644098,0.94
DNE000236,RUA,AGAMENON MAGALHAES,268,DERBY,Recife,PE,50000-766,-8.049437,-34.889919,0.93
DNE000237,ALAMEDA,BOA VIAGEM,3125,BOA VIAGEM,Recife,PE,50000-151,-8.118578,-34.905206,0.94
DNE000238,LARGO,SETEMBRO,3590,CENTRO,Rio de Janeiro,RJ,20000-165,-22.904228,-43.176692,0.94
DNE000239,ALAMEDA,TUPIS,1703,CENTRO,Belo Horizonte,MG,30000-159,-19.919473,-43.936013,0.94
DNE000240,PRAÇA,SETEMBRO,385,CENTRO,Rio de Janeiro,RJ,20000-934,-22.905543,-43.176412,0.91
DNE000241,VIELA,EIXO MONUMENTAL,2772,ASA NORTE,Brasília,DF,70000-869,-15.795781,-47.884439,0.91
DNE000242,ESTRADA,BOAVISTA,1630,BOA VIAGEM,Recife,PE,50000-632,-8.11954,-34.906492,0.91
DNE000243,ESTRADA,SETEMBRO,134,CENTRO,Rio de Janeiro,RJ,20000-510,-22.904753,-43.177532,0.91
DNE000244,TRAVESSA,PRESIDENTE VARGAS,180,CENTRO,Rio de Janeiro,RJ,20000-359,-22.906569,-43.177244,0.91
DNE000245,AVENIDA,AFONSO PENA,3505,CENTRO,Belo Horizonte,MG,30000-473,-19.91673,-43.935309,0.94
DNE000246,LARGO,DO OUVIDOR,4995,CENTRO,Rio de Janeiro,RJ,20000-868,-22.902903,-43.172924,0.93
DNE000247,ESTRADA,BOA VIAGEM,2278,BOA VIAGEM,Recife,PE,50000-315,-8.119502,-34.905503,0.93
DNE000248,TRAVESSA,OSWALDO CRUZ,4766,BOTAFOGO,Rio de Janeiro,RJ,20000-364,-22.950844,-43.189193,0.93
DNE000249,ALAMEDA,BORGES DE MEDEIROS,1080,CENTRO,Porto Alegre,RS,90000-653,-30.035659,-51.231942,0.9
DNE000250,RUA,SAO JOAO,745,REPUBLICA,São Paulo,SP,01000-266,-23.546083,-46.642107,0.92
DNE000251,RUA,PAULISTA,3059,BELA VISTA,São Paulo,SP,01000-933,-23.561075,-46.657234,0.9
DNE000252,LARGO,AFONSO PENA,833,CENTRO,Belo Horizonte,MG,30000-587,-19.915834,-43.934926,0.94
DNE000253,AVENIDA,BORGES DE MEDEIROS,4922,CENTRO,Porto Alegre,RS,90000-287,-30.035358,-51.231479,0.95
DNE000254,TRAVESSA,NOVE DE JULHO,4398,REPUBLICA,São Paulo,SP,01000-551,-23.5449,-46.64128,0.94
DNE000255,ESTRADA,SETEMBRO,2782,CENTRO,Rio de Janeiro,RJ,20000-165,-22.904423,-43.177062,0.93
DNE000256,PRAÇA,QUINZE DE NOVEMBRO,3157,CENTRO,São Paulo,SP,01000-646,-23.551209,-46.63311,0.92
DNE000257,ESTRADA,SAO JOAO,2027,REPUBLICA,São Paulo,SP,01000-742,-23.545575,-46.64217,0.92
DNE000258,AVENIDA,REBOUCAS,1527,PINHEIROS,São Paulo,SP,01000-186,-23.561097,-46.679461,0.9
DNE000259,LARGO,RIO BRANCO,4207,CENTRO,Rio de Janeiro,RJ,20000-813,-22.903041,-43.175762,0.9
DNE000260,RUA,DA AURORA,606,BOA VISTA,Recife,PE,50000-150,-8.062035,-34.880894,0.92
DNE000261,TRAVESSA,BORGES DE MEDEIROS,4901,CENTRO,Porto Alegre,RS,90000-206,-30.035417,-51.231928,0.91
DNE000262,PRAÇA,NOVE DE JULHO,897,REPUBLICA,São Paulo,SP,01000-276,-23.543611,-46.641644,0.92
DNE000263,VIELA,QUINZE DE NOVEMBRO,2086,CENTRO,São Paulo,SP,01000-670,-23.551236,-46.633324,0.91
DNE000264,ALAMEDA,TUPIS,1226,CENTRO,Belo Horizonte,MG,30000-484,-19.919636,-43.937957,0.91
DNE000265,ALAMEDA,QUINZE DE NOVEMBRO,4843,CENTRO,São Paulo,SP,01000-491,-23.550766,-46.633667,0.94
DNE000266,RUA,REBOUCAS,4421,PINHEIROS,São Paulo,SP,01000-307,-23.560182,-46.67952,0.94
DNE000267,RUA,SAO JOAO,2497,REPUBLICA,São Paulo,SP,01000-631,-23.546411,-46.643114,0.93
DNE000268,PRAÇA,BORGES DE MEDEIROS,97,CENTRO,Porto Alegre,RS,90000-121,-30.034983,-51.23084,0.91
DNE000269,VIELA,PAULISTA,4158,BELA VISTA,São Paulo,SP,01000-173,-23.562378,-46.656751,0.93
DNE000270,LARGO,BOA VIAGEM,2109,BOA VIAGEM,Recife,PE,50000-286,-8.119621,-34.905636,0.93
DNE000271,ESTRADA,AGAMENON MAGALHAES,4897,DERBY,Recife,PE,50000-524,-8.050146,-34.889684,0.94
DNE000272,LARGO,BRIGADEIRO FARIA LIMA,3885,ITAM BIBI,São Paulo,SP,01000-274,-23.584464,-46.690095,0.92
DNE000273,RUA,PAULISTA,3428,BELA VISTA,São Paulo,SP,01000-508,-23.560575,-46.656365,0.9
DNE000274,ESTRADA,DA AURORA,228,BOA VISTA,Recife,PE,50000-686,-8.062915,-34.881716,0.93
DNE000275,AVENIDA,PAULISTA,2643,BELA VISTA,São Paulo,SP,01000-887,-23.562097,-46.656927,0.95
DNE000276,PRAÇA,AFONSO PENA,2588,CENTRO,Belo Horizonte,MG,30000-817,-19.91723,-43.935141,0.94
DNE000277,ESTRADA,AGAMENON MAGALHAES,3348,DERBY,Recife,PE,50000-737,-8.050535,-34.890511,0.91
DNE000278,RUA,SAO JOAO,3535,REPUBLICA,São Paulo,SP,01000-443,-23.545672,-46.642092,0.92
DNE000279,PRAÇA,NOVE DE JULHO,796,REPUBLICA,São Paulo,SP,01000-841,-23.543753,-46.641946,0.91
DNE000280,RUA,PRESIDENTE VARGAS,358,CENTRO,Rio de Janeiro,RJ,20000-647,-22.906554,-43.177923,0.91
DNE000281,AVENIDA,BRIGADEIRO FARIA LIMA,1449,ITAM BIBI,São Paulo,SP,01000-196,-23.583591,-46.690686,0.94
DNE000282,ALAMEDA,QUINZE DE NOVEMBRO,4190,CENTRO,São Paulo,SP,01000-215,-23.549956,-46.633564,0.93
DNE000283,VIELA,CONDE DA BOA VISTA,4390,DERBY,Recife,PE,50000-511,-8.054923,-34.887261,0.92
DNE000284,AVENIDA,MARQUES DE ITU,4349,VILA BUARQUE,São Paulo,SP,01000-669,-23.546213,-46.644792,0.92
DNE000285,ALAMEDA,W3 NORTE,1095,ASA NORTE,Brasília,DF,70000-789,-15.795883,-47.883381,0.94
DNE000286,LARGO,DO OUVIDOR,3623,CENTRO,Rio de Janeiro,RJ,20000-591,-22.903693,-43.173001,0.93
DNE000287,VIELA,IPIRANGA,3291,REPUBLICA,São Paulo,SP,01000-991,-23.542336,-46.639958,0.91
DNE000288,AVENIDA,AGAMENON MAGALHAES,4881,DERBY,Recife,PE,50000-232,-8.049502,-34.88945,0.92
DNE000289,ESTRADA,CONSOLACAO,3573,CONSOLACAO,São Paulo,SP,01000-283,-23.550408,-46.660639,0.94
DNE000290,AVENIDA,COPACABANA,373,COPACABANA,Rio de Janeiro,RJ,20000-726,-22.970613,-43.185966,0.91
DNE000291,AVENIDA,NOVE DE JULHO,2306,REPUBLICA,São Paulo,SP,01000-623,-23.543936,-46.640408,0.94
DNE000292,LARGO,PRIMEIRO DE MARÇO,1257,CENTRO,Rio de Janeiro,RJ,20000-516,-22.90382,-43.175275,0.94
DNE000293,ESTRADA,VINTE E TRES DE MAIO,4209,LIBERDADE,São Paulo,SP,01000-213,-23.544849,-46.641946,0.93
DNE000294,VIELA,EIXO MONUMENTAL,3460,ASA NORTE,Brasília,DF,70000-855,-15.79696,-47.884561,0.92
DNE000295,PRAÇA,PAULISTA,1612,BELA VISTA,São Paulo,SP,01000-652,-23.560987,-46.657374,0.94
DNE000296,AVENIDA,BOAVISTA,32,BOA VIAGEM,Recife,PE,50000-147,-8.120613,-34.907208,0.92
DNE000297,TRAVESSA,BOA VIAGEM,4505,BOA VIAGEM,Recife,PE,50000-463,-8.118381,-34.90646,0.94
DNE000298,ESTRADA,EIXO MONUMENTAL,4625,ASA NORTE,Brasília,DF,70000-163,-15.795622,-47.88315,0.94
DNE000299,VIELA,OSWALDO CRUZ,1344,BOTAFOGO,Rio de Janeiro,RJ,20000-874,-22.950098,-43.189932,0.94
DNE000300,ESTRADA,AMAZONAS,4554,CENTRO,Belo Horizonte,MG,30000-311,-19.916133,-43.934284,0.95
DNE000301,TRAVESSA,PROTASIO ALVES,1758,PETROPOLIS,Porto Alegre,RS,90000-517,-30.035781,-51.232229,0.94
DNE000302,VIELA,RIO BRANCO,1451,CENTRO,Rio de Janeiro,RJ,20000-207,-22.903989,-43.17473,0.92
DNE000303,AVENIDA,IPIRANGA,7,REPUBLICA,São Paulo,SP,01000-294,-23.543132,-46.640391,0.95
DNE000304,TRAVESSA,SETEMBRO,1849,CENTRO,Rio de Janeiro,RJ,20000-256,-22.904672,-43.176418,0.94
DNE000305,TRAVESSA,PRESIDENTE VARGAS,2862,CENTRO,Rio de Janeiro,RJ,20000-572,-22.905654,-43.177302,0.94
DNE000306,RUA,COPACABANA,3327,COPACABANA,Rio de Janeiro,RJ,20000-593,-22.969943,-43.185349,0.95
DNE000307,VIELA,BORGES DE MEDEIROS,3033,CENTRO,Porto Alegre,RS,90000-271,-30.035229,-51.230699,0.94
DNE000308,AVENIDA,DO OUVIDOR,2183,CENTRO,Rio de Janeiro,RJ,20000-176,-22.902508,-43.171909,0.91
DNE000309,VIELA,URUGUAIANA,957,CENTRO,Rio de Janeiro,RJ,20000-615,-22.901066,-43.174111,0.92
DNE000310,TRAVESSA,PRIMEIRO DE MARÇO,4433,CENTRO,Rio de Janeiro,RJ,20000-458,-22.903295,-43.175813,0.93
DNE000311,ESTRADA,BORGES DE MEDEIROS,3202,CENTRO,Porto Alegre,RS,90000-812,-30.035644,-51.230649,0.92
DNE000312,PRAÇA,AGAMENON MAGALHAES,4709,DERBY,Recife,PE,50000-241,-8.049932,-34.889473,0.94
DNE000313,ESTRADA,BOA VIAGEM,2814,BOA VIAGEM,Recife,PE,50000-716,-8.119104,-34.906384,0.92
DNE000314,RUA,VINTE E TRES DE MAIO,3641,LIBERDADE,São Paulo,SP,01000-239,-23.544658,-46.641743,0.94
DNE000315,ESTRADA,DAS FLORES,3376,JARDIM,Rio de Janeiro,RJ,20000-411,-22.91011,-43.179745,0.92
DNE000316,VIELA,COPACABANA,3969,COPACABANA,Rio de Janeiro,RJ,20000-103,-22.969471,-43.184852,0.9
DNE000317,LARGO,EIXO MONUMENTAL,2089,ASA NORTE,Brasília,DF,70000-802,-15.795436,-47.884085,0.93
DNE000318,TRAVESSA,SAO JOAO,4983,REPUBLICA,São Paulo,SP,01000-967,-23.546189,-46.643849,0.94
DNE000319,ALAMEDA,MARQUES DE ITU,3755,VILA BUARQUE,São Paulo,SP,01000-745,-23.547775,-46.644076,0.93
DNE000320,AVENIDA,BOAVISTA,3120,BOA VIAGEM,Recife,PE,50000-698,-8.120587,-34.906534,0.91
DNE000321,RUA,W3 NORTE,4956,ASA NORTE,Brasília,DF,70000-755,-15.795944,-47.88342,0.91
DNE000322,PRAÇA,PROTASIO ALVES,1401,PETROPOLIS,Porto Alegre,RS,90000-132,-30.035388,-51.231248,0.91
DNE000323,RUA,PAULISTA,3250,BELA VISTA,São Paulo,SP,01000-666,-23.561602,-46.655577,0.92
DNE000324,ALAMEDA,OSWALDO CRUZ,4380,BOTAFOGO,Rio de Janeiro,RJ,20000-467,-22.950964,-43.189911,0.94
DNE000325,TRAVESSA,W3 SUL,338,ASA SUL,Brasília,DF,70000-412,-15.794958,-47.882779,0.92
DNE000326,LARGO,W3 NORTE,2146,ASA NORTE,Brasília,DF,70000-861,-15.794898,-47.882762,0.94
DNE000327,TRAVESSA,PRESIDENTE VARGAS,120,CENTRO,Rio de Janeiro,RJ,20000-557,-22.905893,-43.178168,0.91
DNE000328,TRAVESSA,CONDE DA BOA VISTA,377,DERBY,Recife,PE,50000-837,-8.05417,-34.888906,0.93
DNE000329,PRAÇA,DO COMERCIO,1666,SAO JOSE,Recife,PE,50000-466,-8.05948,-34.875193,0.9
DNE000330,TRAVESSA,DO COMERCIO,3591,SAO JOSE,Recife,PE,50000-780,-8.060414,-34.874884,0.95
DNE000331,LARGO,SAO JOAO,160,REPUBLICA,São Paulo,SP,01000-643,-23.546136,-46.642861,0.93
DNE000332,RUA,DOS ANDRADAS,256,CENTRO,Porto Alegre,RS,90000-868,-30.035398,-51.2298,0.91
DNE000333,AVENIDA,CONSOLACAO,390,CONSOLACAO,São Paulo,SP,01000-402,-23.550145,-46.659223,0.91
DNE000334,RUA,MARQUES DE ITU,3223,VILA BUARQUE,São Paulo,SP,01000-781,-23.546101,-46.644496,0.92
DNE000335,VIELA,BOAVISTA,3066,BOA VIAGEM,Recife,PE,50000-139,-8.119091,-34.906883,0.91
DNE000336,AVENIDA,DO COMERCIO,2651,SAO JOSE,Recife,PE,50000-725,-8.060716,-34.874444,0.95
DNE000337,VIELA,AMAZONAS,1461,CENTRO,Belo Horizonte,MG,30000-975,-19.916256,-43.935726,0.91
DNE000338,TRAVESSA,QUINZE DE NOVEMBRO,1766,CENTRO,São Paulo,SP,01000-763,-23.55127,-46.634292,0.95
DNE000339,LARGO,SAO JOAO,2518,REPUBLICA,São Paulo,SP,01000-498,-23.546121,-46.643941,0.92
DNE000340,PRAÇA,MARQUES DE ITU,3051,VILA BUARQUE,São Paulo,SP,01000-715,-23.546918,-46.643631,0.93
DNE000341,TRAVESSA,AMAZONAS,4378,CENTRO,Belo Horizonte,MG,30000-106,-19.917347,-43.935807,0.91
DNE000342,ALAMEDA,BORGES DE MEDEIROS,2729,CENTRO,Porto Alegre,RS,90000-323,-30.034339,-51.230061,0.94
DNE000343,RUA,PRESIDENTE VARGAS,28,CENTRO,Rio de Janeiro,RJ,20000-503,-22.906668,-43.177342,0.94
DNE000344,AVENIDA,URUGUAIANA,3870,CENTRO,Rio de Janeiro,RJ,20000-897,-22.900683,-43.173107,0.91
DNE000345,ESTRADA,SETEMBRO,3487,CENTRO,Rio de Janeiro,RJ,20000-648,-22.904733,-43.177073,0.94
DNE000346,PRAÇA,W3 NORTE,2632,ASA NORTE,Brasília,DF,70000-275,-15.794537,-47.882765,0.93
DNE000347,PRAÇA,QUINZE DE NOVEMBRO,1147,CENTRO,São Paulo,SP,01000-420,-23.550351,-46.633697,0.94
DNE000348,PRAÇA,PRESIDENTE VARGAS,4008,CENTRO,Rio de Janeiro,RJ,20000-186,-22.906188,-43.177045,0.92
DNE000349,RUA,BAHIA,4335,CENTRO,Belo Horizonte,MG,30000-148,-19.918867,-43.936328,0.94
DNE000350,LARGO,CONDE DA BOA VISTA,3721,DERBY,Recife,PE,50000-582,-8.055383,-34.888815,0.92
DNE000351,PRAÇA,BRIGADEIRO FARIA LIMA,1157,ITAM BIBI,São Paulo,SP,01000-994,-23.583471,-46.689723,0.91
DNE000352,ALAMEDA,W3 SUL,919,ASA SUL,Brasília,DF,70000-964,-15.793703,-47.881516,0.94
DNE000353,LARGO,TUPIS,1634,CENTRO,Belo Horizonte,MG,30000-967,-19.919762,-43.936839,0.91
DNE000354,RUA,CONSOLACAO,1821,CONSOLACAO,São Paulo,SP,01000-642,-23.550927,-46.660537,0.91
DNE000355,AVENIDA,CONSOLACAO,1647,CONSOLACAO,São Paulo,SP,01000-759,-23.550157,-46.659252,0.91
DNE000356,VIELA,W3 SUL,307,ASA SUL,Brasília,DF,70000-618,-15.79333,-47.881261,0.93
DNE000357,AVENIDA,W3 NORTE,2889,ASA NORTE,Brasília,DF,70000-591,-15.794221,-47.882376,0.94
DNE000358,VIELA,W3 NORTE,1507,ASA NORTE,Brasília,DF,70000-164,-15.79505,-47.883981,0.92
DNE000359,ALAMEDA,BOA VIAGEM,3348,BOA VIAGEM,Recife,PE,50000-776,-8.119637,-34.90611,0.92
DNE000360,LARGO,CONSOLACAO,4194,CONSOLACAO,São Paulo,SP,01000-624,-23.549147,-46.659542,0.9
DNE000361,TRAVESSA,PRESIDENTE VARGAS,2397,CENTRO,Rio de Janeiro,RJ,20000-490,-22.906288,-43.177629,0.91
DNE000362,VIELA,BORGES DE MEDEIROS,1332,CENTRO,Porto Alegre,RS,90000-507,-30.035825,-51.231042,0.93
DNE000363,VIELA,COPACABANA,1119,COPACABANA,Rio de Janeiro,RJ,20000-689,-22.969026,-43.185551,0.93
DNE000364,VIELA,NOVE DE JULHO,2147,REPUBLICA,São Paulo,SP,01000-449,-23.543223,-46.640742,0.95
DNE000365,RUA,OSWALDO CRUZ,303,BOTAFOGO,Rio de Janeiro,RJ,20000-645,-22.949781,-43.18985,0.91
DNE000366,RUA,EIXO MONUMENTAL,4353,ASA NORTE,Brasília,DF,70000-952,-15.796319,-47.884544,0.95
DNE000367,VIELA,BOAVISTA,4277,BOA VIAGEM,Recife,PE,50000-394,-8.120673,-34.906591,0.91
DNE000368,ALAMEDA,PAULISTA,3751,BELA VISTA,São Paulo,SP,01000-548,-23.561098,-46.656719,0.93
DNE000369,LARGO,PAULISTA,2692,BELA VISTA,São Paulo,SP,01000-684,-23.561277,-46.655745,0.93
DNE000370,AVENIDA,DA AURORA,4853,BOA VISTA,Recife,PE,50000-246,-8.062492,-34.881747,0.9
DNE000371,AVENIDA,COPACABANA,1128,COPACABANA,Rio de Janeiro,RJ,20000-653,-22.970118,-43.184832,0.91
DNE000372,LARGO,REBOUCAS,672,PINHEIROS,São Paulo,SP,01000-436,-23.560721,-46.679185,0.92
DNE000373,PRAÇA,W3 SUL,811,ASA SUL,Brasília,DF,70000-913,-15.794569,-47.881291,0.94
DNE000374,ESTRADA,CONSOLACAO,4286,CONSOLACAO,São Paulo,SP,01000-635,-23.550149,-46.659479,0.95
DNE000375,RUA,PRESIDENTE VARGAS,1720,CENTRO,Rio de Janeiro,RJ,20000-449,-22.906834,-43.177548,0.93
DNE000376,AVENIDA,AMAZONAS,4736,CENTRO,Belo Horizonte,MG,30000-603,-19.916302,-43.935772,0.91
DNE000377,PRAÇA,W3 NORTE,4723,ASA NORTE,Brasília,DF,70000-940,-15.79584,-47.882109,0.9
DNE000378,ESTRADA,DAS FLORES,864,JARDIM,Rio de Janeiro,RJ,20000-690,-22.909524,-43.179766,0.92
DNE000379,VIELA,OSWALDO CRUZ,3465,BOTAFOGO,Rio de Janeiro,RJ,20000-326,-22.950259,-43.190704,0.93
DNE000380,PRAÇA,CONDE DA BOA VISTA,4134,DERBY,Recife,PE,50000-121,-8.055821,-34.887342,0.93
DNE000381,PRAÇA,TUPIS,1599,CENTRO,Belo Horizonte,MG,30000-504,-19.918078,-43.937976,0.91
DNE000382,TRAVESSA,DAS FLORES,4789,JARDIM,Rio de Janeiro,RJ,20000-354,-22.909508,-43.180757,0.9
DNE000383,LARGO,W3 NORTE,2519,ASA NORTE,Brasília,DF,70000-986,-15.795749,-47.882853,0.91
DNE000384,VIELA,BOA VIAGEM,347,BOA VIAGEM,Recife,PE,50000-806,-8.119301,-34.906513,0.93
DNE000385,AVENIDA,W3 SUL,4115,ASA SUL,Brasília,DF,70000-143,-15.794511,-47.882152,0.94
DNE000386,ALAMEDA,SAO JOAO,1739,REPUBLICA,São Paulo,SP,01000-311,-23.546345,-46.642241,0.94
DNE000387,LARGO,AGAMENON MAGALHAES,1685,DERBY,Recife,PE,50000-511,-8.050861,-34.890313,0.92
DNE000388,PRAÇA,URUGUAIANA,4176,CENTRO,Rio de Janeiro,RJ,20000-510,-22.90017,-43.174842,0.94
DNE000389,RUA,IPIRANGA,59,REPUBLICA,São Paulo,SP,01000-657,-23.543582,-46.640516,0.93
DNE000390,VIELA,BOA VIAGEM,741,BOA VIAGEM,Recife,PE,50000-398,-8.118049,-34.905047,0.92
DNE000391,PRAÇA,BAHIA,3161,CENTRO,Belo Horizonte,MG,30000-345,-19.917669,-43.936828,0.94
DNE000392,AVENIDA,BORGES DE MEDEIROS,830,CENTRO,Porto Alegre,RS,90000-352,-30.034864,-51.231286,0.92
DNE000393,ESTRADA,AGAMENON MAGALHAES,4163,DERBY,Recife,PE,50000-582,-8.049087,-34.889773,0.95
DNE000394,ESTRADA,BORGES DE MEDEIROS,4463,CENTRO,Porto Alegre,RS,90000-884,-30.035637,-51.231944,0.93
DNE000395,TRAVESSA,DO COMERCIO,2417,SAO JOSE,Recife,PE,50000-184,-8.06018,-34.875314,0.91
DNE000396,VIELA,DO COMERCIO,628,SAO JOSE,Recife,PE,50000-207,-8.059386,-34.875487,0.9
DNE000397,TRAVESSA,TUPIS,2743,CENTRO,Belo Horizonte,MG,30000-937,-19.918082,-43.937353,0.93
DNE000398,PRAÇA,MARQUES DE ITU,1020,VILA BUARQUE,São Paulo,SP,01000-785,-23.547181,-46.644469,0.9
DNE000399,TRAVESSA,EIXO MONUMENTAL,68,ASA NORTE,Brasília,DF,70000-598,-15.795906,-47.884729,0.91
DNE000400,AVENIDA,AFONSO PENA,2157,CENTRO,Belo Horizonte,MG,30000-792,-19.91725,-43.935175,0.93
DNE000401,TRAVESSA,VINTE E TRES DE MAIO,4850,LIBERDADE,São Paulo,SP,01000-316,-23.545093,-46.641942,0.92
DNE000402,RUA,DAS FLORES,3428,JARDIM,Rio de Janeiro,RJ,20000-366,-22.909849,-43.17985,0.92
DNE000403,ALAMEDA,DO OUVIDOR,4171,CENTRO,Rio de Janeiro,RJ,20000-376,-22.902639,-43.173432,0.92
DNE000404,TRAVESSA,BOA VIAGEM,2693,BOA VIAGEM,Recife,PE,50000-564,-8.118491,-34.906299,0.93
DNE000405,ALAMEDA,URUGUAIANA,1611,CENTRO,Rio de Janeiro,RJ,20000-535,-22.900308,-43.174753,0.9
DNE000406,AVENIDA,EIXO MONUMENTAL,3144,ASA NORTE,Brasília,DF,70000-940,-15.79508,-47.88303,0.94
DNE000407,RUA,VINTE E TRES DE MAIO,1664,LIBERDADE,São Paulo,SP,01000-313,-23.544449,-46.641469,0.92
DNE000408,LARGO,PROTASIO ALVES,1684,PETROPOLIS,Porto Alegre,RS,90000-553,-30.03548,-51.231198,0.93
DNE000409,TRAVESSA,DA AURORA,1757,BOA VISTA,Recife,PE,50000-879,-8.062076,-34.881555,0.92
DNE000410,AVENIDA,DOS ANDRADAS,1906,CENTRO,Porto Alegre,RS,90000-719,-30.034823,-51.229897,0.94
DNE000411,PRAÇA,DO OUVIDOR,1582,CENTRO,Rio de Janeiro,RJ,20000-752,-22.902533,-43.173553,0.93
DNE000412,ESTRADA,AFONSO PENA,3244,CENTRO,Belo Horizonte,MG,30000-370,-19.915728,-43.935071,0.91
DNE000413,AVENIDA,PAULISTA,1396,BELA VISTA,São Paulo,SP,01000-338,-23.560459,-46.655651,0.94
DNE000414,PRAÇA,RIO BRANCO,3689,CENTRO,Rio de Janeiro,RJ,20000-107,-22.903778,-43.174552,0.92
DNE000415,RUA,VINTE E TRES DE MAIO,4053,LIBERDADE,São Paulo,SP,01000-958,-23.544484,-46.642867,0.93
DNE000416,ALAMEDA,VINTE E TRES DE MAIO,3042,LIBERDADE,São Paulo,SP,01000-345,-23.545801,-46.64257,0.95
DNE000417,LARGO,EIXO MONUMENTAL,2536,ASA NORTE,Brasília,DF,70000-749,-15.795714,-47.884881,0.9
DNE000418,LARGO,SETEMBRO,231,CENTRO,Rio de Janeiro,RJ,20000-853,-22.905712,-43.177446,0.93
DNE000419,ALAMEDA,EIXO MONUMENTAL,4705,ASA NORTE,Brasília,DF,70000-287,-15.796051,-47.883511,0.92
DNE000420,ALAMEDA,QUINZE DE NOVEMBRO,1181,CENTRO,São Paulo,SP,01000-114,-23.550774,-46.632324,0.91
DNE000421,TRAVESSA,NOVE DE JULHO,1413,REPUBLICA,São Paulo,SP,01000-210,-23.543335,-46.640612,0.92
DNE000422,TRAVESSA,W3 NORTE,2503,ASA NORTE,Brasília,DF,70000-541,-15.794343,-47.883897,0.92
DNE000423,LARGO,PRESIDENTE VARGAS,99,CENTRO,Rio de Janeiro,RJ,20000-508,-22.905625,-43.17857,0.91
DNE000424,ESTRADA,BAHIA,288,CENTRO,Belo Horizonte,MG,30000-443,-19.917611,-43.93666,0.9
DNE000425,ESTRADA,IPIRANGA,575,REPUBLICA,São Paulo,SP,01000-301,-23.543218,-46.639395,0.93
DNE000426,RUA,AFONSO PENA,2777,CENTRO,Belo Horizonte,MG,30000-719,-19.91575,-43.934277,0.92
DNE000427,TRAVESSA,BOA VIAGEM,1119,BOA VIAGEM,Recife,PE,50000-917,-8.11994,-34.906808,0.92
DNE000428,LARGO,DO OUVIDOR,733,CENTRO,Rio de Janeiro,RJ,20000-897,-22.903726,-43.172855,0.91
DNE000429,AVENIDA,ATLANTICA,895,COPACABANA,Rio de Janeiro,RJ,20000-932,-22.97108,-43.182879,0.91
DNE000430,LARGO,DO COMERCIO,620,SAO JOSE,Recife,PE,50000-607,-8.059867,-34.874514,0.93
DNE000431,ALAMEDA,SETEMBRO,2591,CENTRO,Rio de Janeiro,RJ,20000-826,-22.905629,-43.17795,0.94
