id,uid_base,tipo_logradouro,nome_logradouro,numero,bairro,cidade,uf,variacao,descricao_variacao
VAR000396,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,largo uruguaiana 3616 centro rio de janeiro,Formato sequencial
VAR000397,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,"LARGO URUGUAIANA, 3616",Maiúsculas
VAR000398,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,"largo uruguaiana, 3616",Numeral romano
VAR000399,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,largo uruguaiana 3616 centro,Sem pontuação
VAR000400,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,"largo uruguaiana, 3616, em frente ao banco",Com referência local
VAR000401,UID_URUGUAIANA_0040,LARGO,URUGUAIANA,3616,CENTRO,Rio de Janeiro,RJ,"largo uruguaiana, 3616",Minúsculas
VAR000402,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"rua primeiro de março, 3923",Numeral por extenso
VAR000403,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"RUA PRIMEIRO DE MARÇO, 3923",Maiúsculas
VAR000404,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,rua primeiro de março 3923 centro rio de janeiro,Formato sequencial
VAR000405,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"RUA PRIMEIRO DE MARÇO, 3923, CENTRO",Formato completo
VAR000406,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,rua primeiro de março 3923 centro rio de janeiro,Formato sequencial
VAR000407,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"RUA PRIMEIRO DE MARÇO, 3923, CENTRO",Formato completo
VAR000408,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,rua primeiro de março 3923 centro rio de janeiro,Formato sequencial
VAR000409,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"RUA PRIMEIRO DE MARÇO, 3923",Maiúsculas
VAR000410,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"rua primeiro de março, 3923, perto da praça",Com referência local
VAR000411,UID_PRIMEIRO_DE_MARÇO_0041,RUA,PRIMEIRO DE MARÇO,3923,CENTRO,Rio de Janeiro,RJ,"rua primeiro de março, 3923, perto do metrô",Com referência local
VAR000412,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"AVENIDA QUINZE DE NOVEMBRO, 4179",Maiúsculas
VAR000413,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Numeral por extenso
VAR000414,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Abreviação com ponto
VAR000415,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"AVENIDA QUINZE DE NOVEMBRO, 4179",Maiúsculas
VAR000416,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,avenida quinze de novembro 4179 centro são paulo,Formato sequencial
VAR000417,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179, próximo ao mercado",Com referência local
VAR000418,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179, perto do metrô",Com referência local
VAR000419,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Numeral por extenso
VAR000420,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Numeral por extenso
VAR000421,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"Avenida quinze de novembro, 4179",Abreviação com ponto
VAR000422,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Abreviação com ponto
VAR000423,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179, ",Com referência local
VAR000424,UID_QUINZE_DE_NOVEMBRO_0042,AVENIDA,QUINZE DE NOVEMBRO,4179,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4179",Numeral por extenso
VAR000425,UID_IPIRANGA_0043,AVENIDA,IPIRANGA,710,REPUBLICA,São Paulo,SP,"avenida ipiranga, 710",Numeral romano
VAR000426,UID_IPIRANGA_0043,AVENIDA,IPIRANGA,710,REPUBLICA,São Paulo,SP,avenida ipiranga 710 republica,Sem pontuação
VAR000427,UID_IPIRANGA_0043,AVENIDA,IPIRANGA,710,REPUBLICA,São Paulo,SP,"avenida ipiranga, 710",Minúsculas
VAR000428,UID_IPIRANGA_0043,AVENIDA,IPIRANGA,710,REPUBLICA,São Paulo,SP,"avenida ipiranga, 710, bloco A",Com complemento
VAR000429,UID_IPIRANGA_0043,AVENIDA,IPIRANGA,710,REPUBLICA,São Paulo,SP,"avenida ipiranga, 710",Numeral por extenso
VAR000430,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Minúsculas
VAR000431,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"VIELA BOA VIAGEM, 3334, BOA VIAGEM",Formato completo
VAR000432,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334, loja 1",Com complemento
VAR000433,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Minúsculas
VAR000434,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334, apto 201",Com complemento
VAR000435,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Numeral romano
VAR000436,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"VIELA BOA VIAGEM, 3334",Maiúsculas
VAR000437,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334, ",Com referência local
VAR000438,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Numeral romano
VAR000439,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Numeral romano
VAR000440,UID_BOA_VIAGEM_0044,VIELA,BOA VIAGEM,3334,BOA VIAGEM,Recife,PE,"viela boa viagem, 3334",Numeral por extenso
VAR000441,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,"VIELA EIXO MONUMENTAL, 2875, ASA NORTE",Formato completo
VAR000442,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,"viela eixo monumental, 2875",Numeral romano
VAR000443,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,viela eixo monumental 2875 asa norte brasília,Formato sequencial
VAR000444,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,viela eixo monumental 2875 asa norte brasília,Formato sequencial
VAR000445,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,"viela eixo monumental, 2875, sala 20",Com complemento
VAR000446,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,"VIELA EIXO MONUMENTAL, 2875",Maiúsculas
VAR000447,UID_EIXO_MONUMENTAL_0045,VIELA,EIXO MONUMENTAL,2875,ASA NORTE,Brasília,DF,"VIELA eixo monumental, 2875",Abreviação com ponto
VAR000448,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,alameda oswaldo cruz 2127 botafogo,Sem pontuação
VAR000449,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 2127",Maiúsculas
VAR000450,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 2127",Maiúsculas
VAR000451,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127, próximo ao mercado",Com referência local
VAR000452,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Numeral por extenso
VAR000453,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Numeral por extenso
VAR000454,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Numeral romano
VAR000455,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Numeral por extenso
VAR000456,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"Al. oswaldo cruz, 2127",Abreviação com ponto
VAR000457,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Minúsculas
VAR000458,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Minúsculas
VAR000459,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 2127",Minúsculas
VAR000460,UID_OSWALDO_CRUZ_0046,ALAMEDA,OSWALDO CRUZ,2127,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 2127, BOTAFOGO",Formato completo
VAR000461,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 4587, BOTAFOGO",Formato completo
VAR000462,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 4587",Maiúsculas
VAR000463,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 4587, BOTAFOGO",Formato completo
VAR000464,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 4587",Minúsculas
VAR000465,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"Alameda oswaldo cruz, 4587",Abreviação com ponto
VAR000466,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,alameda oswaldo cruz 4587 botafogo rio de janeiro,Formato sequencial
VAR000467,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"ALAMEDA OSWALDO CRUZ, 4587",Maiúsculas
VAR000468,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"Al oswaldo cruz, 4587",Abreviação com ponto
VAR000469,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"Al oswaldo cruz, 4587",Abreviação com ponto
VAR000470,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 4587",Minúsculas
VAR000471,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 4587",Minúsculas
VAR000472,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"Al oswaldo cruz, 4587",Abreviação com ponto
VAR000473,UID_OSWALDO_CRUZ_0047,ALAMEDA,OSWALDO CRUZ,4587,BOTAFOGO,Rio de Janeiro,RJ,"alameda oswaldo cruz, 4587",Numeral romano
VAR000474,UID_QUINZE_DE_NOVEMBRO_0048,AVENIDA,QUINZE DE NOVEMBRO,4095,CENTRO,São Paulo,SP,avenida quinze de novembro 4095 centro,Sem pontuação
VAR000475,UID_QUINZE_DE_NOVEMBRO_0048,AVENIDA,QUINZE DE NOVEMBRO,4095,CENTRO,São Paulo,SP,avenida quinze de novembro 4095 centro,Sem pontuação
VAR000476,UID_QUINZE_DE_NOVEMBRO_0048,AVENIDA,QUINZE DE NOVEMBRO,4095,CENTRO,São Paulo,SP,avenida quinze de novembro 4095 centro são paulo,Formato sequencial
VAR000477,UID_QUINZE_DE_NOVEMBRO_0048,AVENIDA,QUINZE DE NOVEMBRO,4095,CENTRO,São Paulo,SP,"avenida quinze de novembro, 4095, ",Com complemento
VAR000478,UID_QUINZE_DE_NOVEMBRO_0048,AVENIDA,QUINZE DE NOVEMBRO,4095,CENTRO,São Paulo,SP,avenida quinze de novembro 4095 centro,Sem pontuação
VAR000479,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Minúsculas
VAR000480,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486, perto da praça",Com referência local
VAR000481,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,travessa dos andradas 4486 centro,Sem pontuação
VAR000482,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,travessa dos andradas 4486 centro,Sem pontuação
VAR000483,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486, sala 10",Com complemento
VAR000484,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"Tv. dos andradas, 4486",Abreviação com ponto
VAR000485,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Abreviação com ponto
VAR000486,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486, apto 301",Com complemento
VAR000487,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Numeral por extenso
VAR000488,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Numeral romano
VAR000489,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,travessa dos andradas 4486 centro porto alegre,Formato sequencial
VAR000490,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,travessa dos andradas 4486 centro,Sem pontuação
VAR000491,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Minúsculas
VAR000492,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,"travessa dos andradas, 4486",Numeral por extenso
VAR000493,UID_DOS_ANDRADAS_0049,TRAVESSA,DOS ANDRADAS,4486,CENTRO,Porto Alegre,RS,travessa dos andradas 4486 centro porto alegre,Formato sequencial
VAR000494,UID_PROTASIO_ALVES_0050,PRAÇA,PROTASIO ALVES,4844,PETROPOLIS,Porto Alegre,RS,"Pç. protasio alves, 4844",Abreviação com ponto
VAR000495,UID_PROTASIO_ALVES_0050,PRAÇA,PROTASIO ALVES,4844,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 4844",Minúsculas
VAR000496,UID_PROTASIO_ALVES_0050,PRAÇA,PROTASIO ALVES,4844,PETROPOLIS,Porto Alegre,RS,"PRAÇA PROTASIO ALVES, 4844, PETROPOLIS",Formato completo
VAR000497,UID_PROTASIO_ALVES_0050,PRAÇA,PROTASIO ALVES,4844,PETROPOLIS,Porto Alegre,RS,"PRAÇA PROTASIO ALVES, 4844",Maiúsculas
VAR000498,UID_PROTASIO_ALVES_0050,PRAÇA,PROTASIO ALVES,4844,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 4844",Numeral por extenso
VAR000499,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"Pç. protasio alves, 1548",Abreviação com ponto
VAR000500,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 1548",Minúsculas
VAR000501,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 1548",Numeral por extenso
VAR000502,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"PRAÇA PROTASIO ALVES, 1548",Maiúsculas
VAR000503,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 1548",Numeral romano
VAR000504,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"PRAÇA PROTASIO ALVES, 1548",Maiúsculas
VAR000505,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,praça protasio alves 1548 petropolis,Sem pontuação
VAR000506,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 1548",Numeral romano
VAR000507,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,praça protasio alves 1548 petropolis,Sem pontuação
VAR000508,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,praça protasio alves 1548 petropolis,Sem pontuação
VAR000509,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,praça protasio alves 1548 petropolis porto alegre,Formato sequencial
VAR000510,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"PRAÇA PROTASIO ALVES, 1548",Maiúsculas
VAR000511,UID_PROTASIO_ALVES_0051,PRAÇA,PROTASIO ALVES,1548,PETROPOLIS,Porto Alegre,RS,"praça protasio alves, 1548, ",Com complemento
VAR000512,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"viela quinze de novembro, 3896",Numeral por extenso
VAR000513,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,viela quinze de novembro 3896 centro,Sem pontuação
VAR000514,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"viela quinze de novembro, 3896",Numeral romano
VAR000515,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"viela quinze de novembro, 3896",Numeral romano
VAR000516,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"VIELA quinze de novembro, 3896",Abreviação com ponto
VAR000517,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"VIELA QUINZE DE NOVEMBRO, 3896, CENTRO",Formato completo
VAR000518,UID_QUINZE_DE_NOVEMBRO_0052,VIELA,QUINZE DE NOVEMBRO,3896,CENTRO,São Paulo,SP,"viela quinze de novembro, 3896",Numeral romano
VAR000519,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"ESTRADA ATLANTICA, 1504, COPACABANA",Formato completo
VAR000520,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"ESTRADA ATLANTICA, 1504, COPACABANA",Formato completo
VAR000521,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,estrada atlantica 1504 copacabana rio de janeiro,Formato sequencial
VAR000522,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504",Numeral romano
VAR000523,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504",Numeral por extenso
VAR000524,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504, apto 201",Com complemento
VAR000525,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"Estrada atlantica, 1504",Abreviação com ponto
VAR000526,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504",Numeral por extenso
VAR000527,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504",Numeral por extenso
VAR000528,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"ESTRADA ATLANTICA, 1504",Maiúsculas
VAR000529,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504",Minúsculas
VAR000530,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"ESTRADA ATLANTICA, 1504, COPACABANA",Formato completo
VAR000531,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,estrada atlantica 1504 copacabana,Sem pontuação
VAR000532,UID_ATLANTICA_0053,ESTRADA,ATLANTICA,1504,COPACABANA,Rio de Janeiro,RJ,"estrada atlantica, 1504, próximo ao mercado",Com referência local
VAR000533,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"Pç uruguaiana, 2599",Abreviação com ponto
VAR000534,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,praça uruguaiana 2599 centro,Sem pontuação
VAR000535,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,praça uruguaiana 2599 centro rio de janeiro,Formato sequencial
VAR000536,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"praça uruguaiana, 2599",Numeral romano
VAR000537,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"praça uruguaiana, 2599",Numeral por extenso
VAR000538,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"Praça uruguaiana, 2599",Abreviação com ponto
VAR000539,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"praça uruguaiana, 2599, perto da praça",Com referência local
VAR000540,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,praça uruguaiana 2599 centro,Sem pontuação
VAR000541,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"praça uruguaiana, 2599",Abreviação com ponto
VAR000542,UID_URUGUAIANA_0054,PRAÇA,URUGUAIANA,2599,CENTRO,Rio de Janeiro,RJ,"praça uruguaiana, 2599",Minúsculas
VAR000543,UID_QUINZE_DE_NOVEMBRO_0055,ESTRADA,QUINZE DE NOVEMBRO,4592,CENTRO,São Paulo,SP,"estrada quinze de novembro, 4592, próximo ao mercado",Com referência local
VAR000544,UID_QUINZE_DE_NOVEMBRO_0055,ESTRADA,QUINZE DE NOVEMBRO,4592,CENTRO,São Paulo,SP,estrada quinze de novembro 4592 centro são paulo,Formato sequencial
VAR000545,UID_QUINZE_DE_NOVEMBRO_0055,ESTRADA,QUINZE DE NOVEMBRO,4592,CENTRO,São Paulo,SP,estrada quinze de novembro 4592 centro são paulo,Formato sequencial
VAR000546,UID_QUINZE_DE_NOVEMBRO_0055,ESTRADA,QUINZE DE NOVEMBRO,4592,CENTRO,São Paulo,SP,"ESTRADA QUINZE DE NOVEMBRO, 4592",Maiúsculas
VAR000547,UID_QUINZE_DE_NOVEMBRO_0055,ESTRADA,QUINZE DE NOVEMBRO,4592,CENTRO,São Paulo,SP,estrada quinze de novembro 4592 centro são paulo,Formato sequencial
